ID,Japanese,English,Chinese,EnglishCensored,Korean,German
323,,Generale Furia di Fuoco,火烈將軍,,화열 장군,Feuereifer-General
324,,Generale della Luce Lunare,月光將軍,,월광 장군,Mondlicht-General
325,,Generale Tigre d'Acqua,水虎將軍,,수호 장군,Wassertiger-General
326,,Generale Pirata Dorato,金賊將軍,,금적 장군,Goldpiraten-General
327,,Generale del Sole,日輪將軍,,일륜 장군,Sonnen-General
328,,Generale Spirito del Legno,木精將軍,,목정 장군,Holzgeist-General
329,,Generale dello Spirito della Terra,土神將軍,,토신 장군,Erdgeist-General
330,,Domatore di gatti,貓咪馴獸師,,야옹이 테이머,Kätzchen-Zähmer
331,,Uomo Analogico,類比古人,,아날로그맨,Analoger Mann
332,,Ruggito del Drago,龍吼,,드래곤즈 로어,Drachengebrüll
333,,Nature Spirits,自然之魂,,네이처 스피릿,Naturgeister
334,,Guardiani del Vento,風之守衛者,,윈드 가디언즈,Windwächter
335,,Soldati della Giungla,叢林騎兵,,정글 트루퍼즈,Dschungelsoldaten
336,,Salvatori Profondi,深境救援者,,딥 세이버즈,Deep Savers
337,,Impero di Metallo,金屬帝國,,메탈 엠파이어,Leitfähigkeit
338,,Nightmare Soldiers,夢魘士兵,,나이트메어 솔져스,Albtraumsoldaten
339,,Virus Busters,病毒破壞者,,바이러스 버스터즈,Virenjäger
340,,Sconosciuto,不明,,언노운,Unbekannt
341,,Apprendista Bancho,番長見習生,,반쵸 견습생,Angehender Bancho
342,,Bancho leggendario,傳說的番長,,전설의 반쵸,Legendärer Bancho
343,,Zanna di Luce,光之牙,,라이트 팽,Light Fang
344,,Artiglio Notturno,夜之爪,,나이트 크로우,Night Claw
345,,Pacificatore,調停之人,,조정자,Friedensbringer
346,,Soldato della Cancellazione,刪除部隊人員,,삭제부대원,Löschsoldat
347,,Guerriero Leggendario,傳說的鬥士,,전설의 투사,Legendärer Krieger
348,,Capodanno Omni,恭賀新年奧米加獸,,복 많이 받으시오메가몬,Omni-Neujahr
349,,Mastro di Fagioli,豆男,,마메오,Mame-Meister
350,,Giocatore Rana,青蛙演奏者,,개구리 연주자,Froschspieler
351,,Domatore di Nume,鼻涕馴獸師,,워매테이머,Nume-Zähmer
352,,Re Zucca,南瓜之王,,펌프 킹,Pumpkin-König
353,,Distruttore di Natale,聖誕破壞者,,크리스 매셔,Weihnachtsschläger
354,,Via del Caos,混沌之道,,카오스 로드,Chaosweg
355,,Allenatore Comando,指令馴獸師,,커맨드 테이머,Kommando-Zähmer
356,,Grande Allenatore,高級馴獸師,,그레이트 테이머,Toller Zähmer
357,,Hacker Digitale,數位破壞者,,디지털 크래커,Digitaler Cracker
358,,Potere Definitivo,究極之力,,궁극 파워,Ultimative Macht
359,,Sadico,虐待狂,,진성 S,Sadist
360,,Distruttore di Mura,高牆粉碎者,,방화벽 크래셔,Wall-Zermalmer
361,,Squadra Crank,破解隊,,크랙 팀,Cracking-Team
362,,Server Crusher,伺服器破壞者,,서버 크래셔,Server-Zermalmer
363,,Creatore di Genocidi,殲滅者,,제노사이더,Vernichtungsass
364,,Mordi e Fuggi,千鈞一髮！,,위기 일발!,Auf Messers Schneide
365,,Debugger,除錯者,,디버거,Debugger
366,,Guaritore,治療者,,힐러,Heiler
367,,Crusader,十字軍,,크루세이더,Kreuzritter
368,,Allenatore Iperprotettivo,保護過度馴獸師,,과보호 테이머,Übereifriger Zähmer
369,,Dottore Digimon,數碼寶貝博士,,디지몬 닥터,Digimon-Arzt
370,,Avventato,橫衝直撞,,저돌맹진,Draufgänger
371,,Treno Impazzito,失控快車,,폭주 특급,Führerloser Zug
372,,Masochista,受虐狂,,진성 M,Masochist
373,,Protettore,保護者,,프로텍터,Beschützer
374,,Guardiano,防衛者,,가디언,Wächter
375,,Incarnazione del Firewall,防火牆的化身,,방화벽의 화신,Firewall-Inkarnation
376,,Bloccante,阻絕者,,블로커,Blockierer
377,,Programmatore della Sicurezza,保全程式員,,보안 프로그래머,Sicherheits-Coder
378,,Architettura Astuta,厲害建築師,,민완 아키텍쳐,Kluge Architektur
379,,Attaccante,攻擊者,,어태커,Angreifer
380,,Combatti per la tua vita!,賭命的男人戰鬥！,,사나이의 싸움은 사생결단!,Kämpf um dein Leben!
381,,Berserker,狂戰士,,버서커,Berserker
382,,Mietitore,劊子手,,리퍼,Sensenmann
383,,Attaccante Speciale,特殊攻擊者,,스페셜 어태커,Spezialangreifer
384,,War Gamer,策略玩家,,워 게이머,Kriegsspiel-Gamer
385,,Uragano Digimon,數碼寶貝旋風,,디지몬 허리케인,Digimon-Hurrikan
386,,Allenatore Esperto,成人馴獸師,,어덜트 테이머,Erwachsener Zähmer
387,,Emblema del Coraggio,勇氣徽章之主,,용기의 문장 소유자,Mutwappen
388,,Emblema dell'Amicizia,友情徽章之主,,우정의 문장 소유자,Freundschaftswappen
389,,Stemma dell'Amore,愛情徽章之主,,사랑의 문장 소유자,Liebeswappen
390,,Stemma della Conoscenza,知識徽章之主,,지식의 문장 소유자,Wissenswappen
391,,Emblema della Sincerità,純真徽章之主,,순수의 문장 소유자,Aufrichtigkeitswapp.
392,,Stemma dell'Affidabilità,誠實徽章之主,,성실의 문장 소유자,Zuverlässigkeitswap.
393,,Emblema della Speranza,希望徽章之主,,희망의 문장 소유자,Hoffnungswappen
394,,Emblema della Luce,光之徽章之主,,빛의 문장 소유자,Lichtwappen
395,,Stemma della Gentilezza,溫柔徽章之主,,친절의 문장 소유자,Gütewappen
396,,Ipnologo,沉眠員工,,히프노스의 직원,Hypnotiseur
397,,Wild Bunch,野性之拳,,와일드 번치,Wilde Bande
398,,Il Miglior Bancho,日本第一的打架番長,,일본 최고의 싸움대장,Der beste Bancho
399,,Soldato DATS,DATS隊員,,DATS 대원,DATS-Soldat
400,,Esploratore del Digiworld,數碼世界探險隊,,디지털 월드 탐험대,Digit.-Welt-Erkunder
401,,Generale Cuore Croce,合體將軍,,크로스 하트 제너럴,Kreuzherz-General
402,,Generale Blue Flare,藍軍將軍,,블루 플레어 제너럴,Bl.-Flammen-General
403,,Generale Crepuscolo,暮光將軍,,트와일라잇 제너럴,Dämmerungs-General
404,,Generale della Morte,死亡將軍,,데스 제너럴,Todes-General
405,,Croce Argentea,銀色十字,,실버 크로스,Silbernes Kreuz
406,,Falco Blu,藍色飛鷹,,블루 팔콘,Blauer Falke
407,,Spada Nera,黑暗之劍,,블랙 소드,Schwarzes Schwert
408,,Notti Cruente,血腥之夜,,블러디 나이츠,Blutige Nächte
409,,D.S.G.,D.S.G.,,D.S.G.,DSE
410,,Hacker Ribelli,反叛者駭客,,리벨리온즈 해커,Rebel-Hacker
411,,Hacker Zaxon,Zaxon駭客,,잭슨 해커,Zaxon-Hacker
412,,Hacker Demoniaco,惡魔亂舞駭客,,데몬즈 해커,Demons-Hacker
413,,Membro Hudie,hudie成員,,후디에 멤버,Hudie-Mitglied
414,,Alias,分身,,에일리어스,Alias
415,,Occhiali ereditati,繼承風鏡之人,,고글을 계승하는 자,Geerbte Brille
416,,Stile Shibuya,涉谷系,,시부야계,Shibuya-Stil
417,,Impiegato della GIGO Company,GIGO企業員工,,GIGO컴퍼니 직원,GIGO-Fabrikarbeiter
418,,Arcadia,阿卡迪,,아르카디아,Arkadi
419,,Avventura,冒險,,어드벤처,Abenteuer
420,,Allenatori,馴獸師,,테이머즈,Zähmer
421,,Frontier,邊疆,,프론티어,Grenze
422,,Savers,救星,,세이버즈,Retter
423,,Xros Wars,合體戰爭,,크로스워즈,Xros-Krieg
424,,X-Evoluzione,X進化,,제볼루션,X-Evolution
425,,Addestratore al 100%,100% 馴獸師,,100% 테이머,100 % Zähmer
426,,T-Shirt Cyber Sleuth F (1),網路偵探女T-Shirt（1）,,사이버 슬루스(여) 티셔츠(1),Cyber-Detektiv-Shirt (W) 1
427,,Cyber Sleuth Maglietta F (2),網路偵探女T-Shirt（2）,,사이버 슬루스(여) 티셔츠(2),Cyber-Detektiv-Shirt (W) 2
428,,Cyber Sleuth T-Shirt F (3),網路偵探女T-Shirt（3）,,사이버 슬루스(여) 티셔츠(3),Cyber-Detektiv-Shirt (W) 3
429,,Cyber Sleuth Maglietta F (4),網路偵探女T-Shirt（4）,,사이버 슬루스(여) 티셔츠(4),Cyber-Detektiv-Shirt (W) 4
430,,Cyber Sleuth Maglietta F (5),網路偵探女T-Shirt（5）,,사이버 슬루스(여) 티셔츠(5),Cyber-Detektiv-Shirt (W) 5
431,,T-shirt Cyber Sleuth F (6),網路偵探女T-Shirt（6）,,사이버 슬루스(여) 티셔츠(6),Cyber-Detektiv-Shirt (W) 6
432,,T-Shirt Cyber Sleuth F (7),網路偵探女T-Shirt（7）,,사이버 슬루스(여) 티셔츠(7),Cyber-Detektiv-Shirt (W) 7
433,,Cyber Sleuth T-Shirt F (8),網路偵探女T-Shirt（8）,,사이버 슬루스(여) 티셔츠(8),Cyber-Detektiv-Shirt (W) 8
434,,T-Shirt Cyber Sleuth F (9),網路偵探女T-Shirt（9）,,사이버 슬루스(여) 티셔츠(9),Cyber-Detektiv-Shirt (W) 9
435,,Cyber Sleuth Maglietta F (10),網路偵探女T-Shirt（10）,,사이버 슬루스(여) 티셔츠(10),Cyber-Detektiv-Shirt (W) 10
436,,Cyber Sleuth Maglietta F (11),網路偵探女T-Shirt（11）,,사이버 슬루스(여) 티셔츠(11),Cyber-Detektiv-Shirt (W) 11
437,,Cyber Sleuth Maglietta F (12),網路偵探女T-Shirt（12）,,사이버 슬루스(여) 티셔츠(12),Cyber-Detektiv-Shirt (W) 12
438,,T-shirt Cyber Sleuth F (13),網路偵探女T-Shirt（13）,,사이버 슬루스(여) 티셔츠(13),Cyber-Detektiv-Shirt (W) 13
439,,T-Shirt Cyber Sleuth F (14),網路偵探女T-Shirt（14）,,사이버 슬루스(여) 티셔츠(14),Cyber-Detektiv-Shirt (W) 14
440,,Cyber Sleuth Maglietta F (15),網路偵探女T-Shirt（15）,,사이버 슬루스(여) 티셔츠(15),Cyber-Detektiv-Shirt (W) 15
441,,Cyber Sleuth Maglietta F (16),網路偵探女T-Shirt（16）,,사이버 슬루스(여) 티셔츠(16),Cyber-Detektiv-Shirt (W) 16
442,,Cyber Sleuth Maglietta F (17),網路偵探女T-Shirt（17）,,사이버 슬루스(여) 티셔츠(17),Cyber-Detektiv-Shirt (W) 17
443,,Cyber Sleuth T-Shirt F (18),網路偵探女T-Shirt（18）,,사이버 슬루스(여) 티셔츠(18),Cyber-Detektiv-Shirt (W) 18
444,,T-Shirt Cyber Sleuth F (19),網路偵探女T-Shirt（19）,,사이버 슬루스(여) 티셔츠(19),Cyber-Detektiv-Shirt (W) 19
445,,T-Shirt Cyber Sleuth F (20),網路偵探女T-Shirt（20）,,사이버 슬루스(여) 티셔츠(20),Cyber-Detektiv-Shirt (W) 20
446,,Cyber Sleuth Maglietta F (21),網路偵探女T-Shirt（21）,,사이버 슬루스(여) 티셔츠(21),Cyber-Detektiv-Shirt (W) 21
447,,Cyber Sleuth Maglietta F (22),網路偵探女T-Shirt（22）,,사이버 슬루스(여) 티셔츠(22),Cyber-Detektiv-Shirt (W) 22
448,,Cyber Sleuth Maglietta F (23),網路偵探女T-Shirt（23）,,사이버 슬루스(여) 티셔츠(23),Cyber-Detektiv-Shirt (W) 23
449,,T-Shirt Cyber Sleuth F (24),網路偵探女T-Shirt（24）,,사이버 슬루스(여) 티셔츠(24),Cyber-Detektiv-Shirt (W) 24
450,,Cyber Sleuth T-Shirt F (25),網路偵探女T-Shirt（25）,,사이버 슬루스(여) 티셔츠(25),Cyber-Detektiv-Shirt (W) 25
451,,Cyber Sleuth Maglietta F (26),網路偵探女T-Shirt（26）,,사이버 슬루스(여) 티셔츠(26),Cyber-Detektiv-Shirt (W) 26
452,,Cyber Sleuth T-Shirt F (27),網路偵探女T-Shirt（27）,,사이버 슬루스(여) 티셔츠(27),Cyber-Detektiv-Shirt (W) 27
453,,Cyber Sleuth Maglietta F (28),網路偵探女T-Shirt（28）,,사이버 슬루스(여) 티셔츠(28),Cyber-Detektiv-Shirt (W) 28
454,,Cyber Sleuth Maglietta F (29),網路偵探女T-Shirt（29）,,사이버 슬루스(여) 티셔츠(29),Cyber-Detektiv-Shirt (W) 29
455,,Maglietta Cyber Sleuth F (30),網路偵探女T-Shirt（30）,,사이버 슬루스(여) 티셔츠(30),Cyber-Detektiv-Shirt (W) 30
456,,Cyber Sleuth T-Shirt F (31),網路偵探女T-Shirt（31）,,사이버 슬루스(여) 티셔츠(31),Cyber-Detektiv-Shirt (W) 31
457,,T-shirt Cyber Sleuth F (32),網路偵探女T-Shirt（32）,,사이버 슬루스(여) 티셔츠(32),Cyber-Detektiv-Shirt (W) 32
458,,T-Shirt Cyber Sleuth F (33),網路偵探女T-Shirt（33）,,사이버 슬루스(여) 티셔츠(33),Cyber-Detektiv-Shirt (W) 33
459,,Cyber Sleuth T-Shirt F (34),網路偵探女T-Shirt（34）,,사이버 슬루스(여) 티셔츠(34),Cyber-Detektiv-Shirt (W) 34
460,,Cyber Sleuth Maglietta F (35),網路偵探女T-Shirt（35）,,사이버 슬루스(여) 티셔츠(35),Cyber-Detektiv-Shirt (W) 35
461,,Maglietta C. Sleuth F (Uchida),網路偵探女T-Shirt（內田）,,사이버 슬루스 여주인공(우치다),"Cyb.-Det.-Shirt (W, Uchida)"
462,,Cyber Sleuth T-Shirt F (BE),網路偵探女T-Shirt（ＢＥ）,,사이버 슬루스(여) 티셔츠(BE),Cyber-Detektiv-Shirt (W) BE
463,,Cyber Sleuth Maglietta F (36),網路偵探女T-Shirt（36）,,사이버 슬루스(여) 티셔츠(36),Cyber-Detektiv-Shirt (W) 36
464,,Cyber Sleuth T-Shirt F (37),網路偵探女T-Shirt（37）,,사이버 슬루스(여) 티셔츠(37),Cyber-Detektiv-Shirt (W) 37
465,,T-Shirt Cyber Sleuth F (38),網路偵探女T-Shirt（38）,,사이버 슬루스(여) 티셔츠(38),Cyber-Detektiv-Shirt (W) 38
466,,Cyber Sleuth T-Shirt F (SC),網路偵探女T-Shirt（ＳＣ）,,사이버 슬루스(여) 티셔츠(SC),Cyber-Detektiv-Shirt (W) SC
467,,Cyber Sleuth T-Shirt F (39),網路偵探女T-Shirt（３９）,,사이버 슬루스(여) 티셔츠(39),Cyber-Detektiv-Shirt (W) 39
468,,Maglietta Hacker Memory (1),駭客追憶T-Shirt（1）,,해커스 메모리 티셔츠(1),Hacker-Memory-Shirt 1
469,,T-shirt Hacker Memory (2),駭客追憶T-Shirt（2）,,해커스 메모리 티셔츠(2),Hacker-Memory-Shirt 2
470,,T-shirt Hacker Memory (3),駭客追憶T-Shirt（3）,,해커스 메모리 티셔츠(3),Hacker-Memory-Shirt 3
471,,T-shirt Hacker Memory (4),駭客追憶T-Shirt（4）,,해커스 메모리 티셔츠(4),Hacker-Memory-Shirt 4
472,,T-shirt Hacker Memory (5),駭客追憶T-Shirt（5）,,해커스 메모리 티셔츠(5),Hacker-Memory-Shirt 5
473,,T-shirt Hacker Memory (6),駭客追憶T-Shirt（6）,,해커스 메모리 티셔츠(6),Hacker-Memory-Shirt 6
474,,T-shirt Hacker Memory (7),駭客追憶T-Shirt（7）,,해커스 메모리 티셔츠(7),Hacker-Memory-Shirt 7
475,,T-shirt Hacker Memory (8),駭客追憶T-Shirt（8）,,해커스 메모리 티셔츠(8),Hacker-Memory-Shirt 8
476,,T-shirt Hacker Memory (9),駭客追憶T-Shirt（9）,,해커스 메모리 티셔츠(9),Hacker-Memory-Shirt 9
477,,T-shirt Hacker Memory (10),駭客追憶T-Shirt（10）,,해커스 메모리 티셔츠(10),Hacker-Memory-Shirt 10
478,,T-shirt Hacker Memory (11),駭客追憶T-Shirt（11）,,해커스 메모리 티셔츠(11),Hacker-Memory-Shirt 11
479,,T-shirt Hacker Memory (12),駭客追憶T-Shirt（12）,,해커스 메모리 티셔츠(12),Hacker-Memory-Shirt 12
480,,Maglietta Hacker Memory (13),駭客追憶T-Shirt（13）,,해커스 메모리 티셔츠(13),Hacker-Memory-Shirt 13
481,,T-Shirt Hacker Memory (14),駭客追憶T-Shirt（14）,,해커스 메모리 티셔츠(14),Hacker-Memory-Shirt 14
482,,T-shirt Memoria Hacker (15),駭客追憶T-Shirt（15）,,해커스 메모리 티셔츠(15),Hacker-Memory-Shirt 15
483,,T-Shirt Hacker Memory (16),駭客追憶T-Shirt（16）,,해커스 메모리 티셔츠(16),Hacker-Memory-Shirt 16
484,,T-shirt Hacker Memory (17),駭客追憶T-Shirt（17）,,해커스 메모리 티셔츠(17),Hacker-Memory-Shirt 17
485,,Maglietta Hacker Memory (18),駭客追憶T-Shirt（18）,,해커스 메모리 티셔츠(18),Hacker-Memory-Shirt 18
486,,T-shirt Hacker Memory (19),駭客追憶T-Shirt（19）,,해커스 메모리 티셔츠(19),Hacker-Memory-Shirt 19
487,,Maglietta Hacker Memory (20),駭客追憶T-Shirt（20）,,해커스 메모리 티셔츠(20),Hacker-Memory-Shirt 20
488,,T-shirt Hacker Memory (21),駭客追憶T-Shirt（21）,,해커스 메모리 티셔츠(21),Hacker-Memory-Shirt 21
489,,T-shirt Hacker Memory (22),駭客追憶T-Shirt（22）,,해커스 메모리 티셔츠(22),Hacker-Memory-Shirt 22
490,,T-Shirt Hacker Memory (23),駭客追憶T-Shirt（23）,,해커스 메모리 티셔츠(23),Hacker-Memory-Shirt 23
491,,T-shirt Hacker Memory (24),駭客追憶T-Shirt（24）,,해커스 메모리 티셔츠(24),Hacker-Memory-Shirt 24
492,,Maglietta Hacker Memory (25),駭客追憶T-Shirt（25）,,해커스 메모리 티셔츠(25),Hacker-Memory-Shirt 25
493,,T-shirt Hacker Memory (26),駭客追憶T-Shirt（26）,,해커스 메모리 티셔츠(26),Hacker-Memory-Shirt 26
494,,T-shirt Hacker Memory (27),駭客追憶T-Shirt（27）,,해커스 메모리 티셔츠(27),Hacker-Memory-Shirt 27
495,,T-shirt Hacker Memory (28),駭客追憶T-Shirt（28）,,해커스 메모리 티셔츠(28),Hacker-Memory-Shirt 28
496,,T-Shirt Hacker Memory (29),駭客追憶T-Shirt（29）,,해커스 메모리 티셔츠(29),Hacker-Memory-Shirt 29
497,,T-Shirt Hacker Memory (30),駭客追憶T-Shirt（30）,,해커스 메모리 티셔츠(30),Hacker-Memory-Shirt 30
498,,Maglietta Hacker Memory (31),駭客追憶T-Shirt（31）,,해커스 메모리 티셔츠(31),Hacker-Memory-Shirt 31
499,,Maglietta Hacker Memory (32),駭客追憶T-Shirt（32）,,해커스 메모리 티셔츠(32),Hacker-Memory-Shirt 32
500,,T-shirt Hacker Memory (33),駭客追憶T-Shirt（33）,,해커스 메모리 티셔츠(33),Hacker-Memory-Shirt 33
501,,Maglietta Hacker Memory (34),駭客追憶T-Shirt（34）,,해커스 메모리 티셔츠(34),Hacker-Memory-Shirt 34
502,,Maglietta Hacker Memory (35),駭客追憶T-Shirt（35）,,해커스 메모리 티셔츠(35),Hacker-Memory-Shirt 35
503,,Protag memoria H. (Uchida),網路偵探主角（內田）,,해커스 메모리 주인공(우치다),Hacker-Memory-Uchida
504,,Maglietta Hacker Memory (BE),駭客追憶T-Shirt（ＢＥ）,,해커스 메모리 티셔츠(BE),Hacker-Memory-Shirt BE
505,,T-shirt Hacker Memory (36),駭客追憶T-Shirt（36）,,해커스 메모리 티셔츠(36),Hacker-Memory-Shirt 36
506,,T-shirt Hacker Memory (37),駭客追憶T-Shirt（37）,,해커스 메모리 티셔츠(37),Hacker-Memory-Shirt 37
507,,T-shirt Hacker Memory (38),駭客追憶T-Shirt（38）,,해커스 메모리 티셔츠(38),Hacker-Memory-Shirt 38
508,,T-Shirt Hacker Memory (SC),駭客追憶T-Shirt（ＳＣ）,,해커스 메모리 티셔츠(SC),Hacker-Memory-Shirt SC
509,,T-shirt Hacker Memory (39),駭客追憶T-Shirt（３９）,,해커스 메모리 티셔츠(39),Hacker-Memory-Shirt 39
