ID,Japanese,English,Chinese,EnglishCensored,Korean,German
3071,,Distruttore Infernale III,地獄粉碎Ⅲ,,헬 크러셔Ⅲ,Höllenzerstörer III
3072,,Colpo Pesante I,重度強襲Ⅰ,,헤비 스트라이크Ⅰ,Schwerer Schlag I
3073,,Colpo Pesante II,重度強襲Ⅱ,,헤비 스트라이크Ⅱ,Schwerer Schlag II
3074,,Colpo Pesante III,重度強襲Ⅲ,,헤비 스트라이크Ⅲ,Schwerer Schlag III
3075,,Energia Potenza I,力量能源Ⅰ,,파워 에너지Ⅰ,Power-Energie I
3076,,Energia Potenza II,力量能源Ⅱ,,파워 에너지Ⅱ,Power-Energie II
3077,,Energia Potenza III,力量能源Ⅲ,,파워 에너지Ⅲ,Power-Energie III
3078,,Scatto Mach I,馬赫突擊Ⅰ,,마하 러시Ⅰ,Machsturm I
3079,,Scatto Mach II,馬赫突擊Ⅱ,,마하 러시Ⅱ,Machsturm II
3080,,Scatto Mach III,馬赫突擊Ⅲ,,마하 러시Ⅲ,Machsturm III
3081,,Trappola Venom,劇毒陷阱,,베놈트랩,Giftfalle
3082,,Spirito di Panico,混亂鬼火,,패닉 위스프,Panikhauch
3083,,Squarciare la Rete,麻痺電網,,찌릿찌릿 네트,Reißnetz
3084,,Bolla Inattiva,偶像泡沫,,아이돌 버블,Untätige Blase
3085,,Shock,暈眩衝擊,,쇼크,Schock
3086,,Colpo di texture,結構痛擊,,텍스쳐 블로우,Texturschlag
3087,,Inversione Personaggio,角色倒置,,캐릭터 리버스,Charakterwechsel
3088,,Distruzione,死亡召喚,,디스트럭션,Zerstörung
3089,,Supporto Terminato,輔助終結,,서포트 엔드,Unterstützungsende
3090,,Carica Attacco,攻擊填充,,어택 차지,Angriffsladung
3091,,Carica Difensiva,守備填充,,가드 차지,Verteidigungsladung
3092,,Carica Mentale,智能填充,,멘탈 차지,Geistladung
3093,,Carica Velocità,速度填充,,스피드 차지,Geschwindigkeitsladung
3094,,Carica Agilità,敏捷填充,,어질리티 차지,Beweglichkeitsladung
3095,,Carica Critica,爆擊填充,,크리티컬 차지,Kritische Ladung
3096,,Breccia Attacco,攻擊破壞,,어택 브레이크,Ausweichangriff
3097,,Frantumazione Guardia,守備破壞,,가드 브레이크,Verteidigungsbrecher
3098,,Collasso Mentale,智能破壞,,멘탈 브레이크,Geistbrecher
3099,,Spezzatura di velocità,速度破壞,,스피드 브레이크,Geschwindigkeitsbrecher
3100,,Campo Carica Attacco,攻擊填充力場,,어택 차지 필드,Angriffsladung (Feld)
3101,,Campo di Carica Protettivo,守備填充力場,,가드 차지 필드,Verteidigungsladung (F.)
3102,,Campo di Carica Mentale,智能填充力場,,멘탈 차지 필드,Geistladung (Feld)
3103,,Campo di Carica Velocità,速度填充力場,,스피드 차지 필드,Geschwind.-Ladung (F.)
3104,,Campo Break Attacco,攻擊破壞力場,,어택 브레이크 필드,Ausweichangriff (Feld)
3105,,Campo di Rottura Guardia,守備破壞力場,,가드 브레이크 필드,Verteidigungsbrech. (F.)
3106,,Campo di Rottura Mentale,智能破壞力場,,멘탈 브레이크 필드,Geistbrecher (Feld)
3107,,Campo Frantumazione Velocità,速度破壞力場,,스피드 브레이크 필드,Geschwind.-Brecher (F.)
3108,,Cura,治癒,,힐,Heilen
3109,,X-Cura,X治癒,,엑스 힐,X-Heilung
3110,,Guarigione Totale,最終治癒,,파이널 힐,Letzte Heilung
3111,,Aura,靈氣,,오라,Aura
3112,,X-Aura,X靈氣,,엑스 오라,X-Aura
3113,,Aura Finale,最終靈氣,,파이널 오라,Letzte Aura
3114,,Rianima,復活,,리바이브,Wiederbeleben
3115,,Resurrezione Perfetta,完美復活,,퍼펙트 리바이브,Perfekte Wiederbelebung
3116,,Anti-Veleno,反劇毒,,안티 포이즌,Anti-Gift
3117,,Anti-Paralisi,反麻痺,,안티 패럴라이즈,Anti-Lähmung
3118,,Anti-Sonno,反睡眠,,안티 슬립,Anti-Schlaf
3119,,Anti-Panico,反混亂,,안티 패닉,Anti-Panik
3120,,Anti-Stun,反暈眩,,안티 스턴,Anti-Betäubung
3121,,Antidoto,反液晶化,,안티 도트,Gegenmittel
3122,,Anti-Bug,反Bug,,안티 버그,Anti-Fehler
3123,,Ripristina,回復,,리스토어,Wiederherstellen
3124,,Contrattacco,交叉拳,,크로스 카운터,Cross-Counter
3125,,Riflesso nello Specchio,反射鏡,,리플렉션 미러,Spiegelbild
3127,,Chain Plus,正極鎖鏈,,체인 플러스,Kette (Plus)
3128,,Chain Minus,負極鎖鏈,,체인 마이너스,Kette (Minus)
3129,,Catena Max,頂極鎖鏈,,체인 맥스,Kette (Maximal)
3130,,Perdita Catena,遺失鎖鏈,,체인 로스트,Kettenverlust
3131,,Assorbimento Fisico,物理耗竭,,피지컬 드레인,Körperentzug
3132,,Assorbimento Spirituale,精神耗竭,,스피릿 드레인,Geistentzug
3133,,Barriera di Stato,狀態屏障,,스테이터스 배리어,Statusbarriere
3134,,Guardia di Sicurezza,安全守護,,세이프티 가드,Schutzgitter
3135,,Potenziamento Accelerazione,加速增幅器,,액셀 부스터,Beschleunigungsschub
3136,,Scatto di Fuga,疾速逃脫,,이스케이프 대시,Fluchtsprint
3137,,Carica di Colpo,命中填充,,히트 차지,Trefferladung
3138,,Dispersione,驅散,,디스펠,Auflösen
3500,,Accesso,鎖定,,록 온,Anmeldung
3501,,Surriscaldamento,過熱,,오버히트,Überhitzung
3502,,Sparare...,當機了……,,쇼트되어있다…,Schießt ...
3503,,Riparazione Automatica,自動修復,,오토 리페어,Autoreparatur
3504,,Lo senti?,懂我要表達什麼嗎？這種Feeling！,,전해져? 이 필링,Spürst du das?
3505,,Impatto Spirituale,精神粉碎,,스피릿 크래시,Geistiger Zusammenbruch
3506,,"Sudore, splendido sudore!",讓你流下美麗的汗水吧,,"아름다운 땀, 흘려주도록 하지","Oh, herrlicher Schweiß!"
3507,,"Sudore, splendido sudore!",讓你流下美麗的汗水吧,,"아름다운 땀, 흘려주도록 하지","Oh, herrlicher Schweiß!"
3508,,"Sudore, splendido sudore!",讓你流下美麗的汗水吧,,"아름다운 땀, 흘려주도록 하지","Oh, herrlicher Schweiß!"
3509,,"Sudore, splendido sudore!",讓你流下美麗的汗水吧,,"아름다운 땀, 흘려주도록 하지","Oh, herrlicher Schweiß!"
3510,,"Sudore, splendido sudore!",讓你流下美麗的汗水吧,,"아름다운 땀, 흘려주도록 하지","Oh, herrlicher Schweiß!"
3511,,Stolto...,真是愚蠢啊……,,어리석군…,Narr ...
3512,,Distruttore Infernale II,地獄粉碎Ⅱ,,헬 크러셔Ⅱ,Höllenzerstörer II
3513,,Distruttore Infernale III,地獄粉碎Ⅲ,,헬 크러셔Ⅲ,Höllenzerstörer III
3514,,X-Cura,X治癒,,엑스 힐,X-Heilung
3515,,[f1Gioca],[f1あそぶ],,[f1あそぶ],[f1あそぶ]
3516,,[f1へんしん],[f1へんしん],,[f1へんしん],[f1へんしん]
3517,,[f1なおす],[f1なおす],,[f1なおす],[f1なおす]
3518,,[f1もどす],[f1もどす],,[f1もどす],[f1もどす]
3519,,Sto osservando...,觀察中……,,관찰하고 있다…,Beobachtet ...
3520,,Campo di Texture,結構力場,,텍스쳐 필드,Texturfeld
3521,,Assorbimento Vitale,生命耗竭,,라이프 드레인,Lebensentzug
3522,,Abbuffata di magia!,魔力同時解放！,,마력 일제해방!,Magisches Gelage!
3523,,Ti divorerò!,我就接下你的攻擊吧,,맞아주지,Ich fress dich auf!
3524,,Come quando vuoi!,隨時都可以來……,,언제든 덤벼봐…,Kannst jederzeit kommen!
3525,,Vuoi giocare?,一起玩耍吧？,,놀아보자구?,Möchtest du spielen?
3526,,Sembri giù di morale.,心情很平靜……,,감정이 식은 것 같다…,Du wirkst betrübt.
3527,,Frenesia Alimentare,狂宴,,광연,Fressrausch
3528,,Tentazione,誘惑,,유혹,Versuchung
3529,,Giocattolo,玩弄,,노리개,Spielzeug
3530,,Belphemon sta dormendo...,貝爾菲獸正在沉睡中……,,벨페몬은 잠들어있다…,Belphemon schläft ...
3531,,Leggero,輕量化,,경량화,Leichtgewicht
3532,,Battaglia,開戰,,개전,Kampf
3533,,Il respiro è affannoso...,氣喘吁吁……,,숨이 거칠어져있다…,Atmet schwer ...
3534,,Ambrose della Rovina,終焉的安布羅修斯,,종언의 암브로시우스,Nektar des Untergangs
3535,,Furia di Caledfwlch,卡里德福洛斯的激昂,,칼라드볼그의 격앙,Caledfwlch-Wut
3536,,Il gioco è finito!,遊戲就到此為止,,놀이는 여기까지야,Ende der Spielzeit!
3537,,Furia di Caledfwlch,卡里德福洛斯的激昂,,칼라드볼그의 격앙,Caledfwlch-Wut
3538,,Posizione d'attacco,突擊態勢,,돌격 태세,Angriffshaltung
3539,,Posizione di Guardia,守備態勢,,수비 태세,Deckungshaltung
3540,,Posizione Instabile,攪亂態勢,,교란 태세,Destabil. Haltung
3541,,Posizione d'Assalto,突擊態勢,,돌격 태세,Angriffshaltung
3542,,Posizione di guardia,守備態勢,,수비 태세,Deckungshaltung
3543,,Posizione Instabile,攪亂態勢,,교란 태세,Destabil. Haltung
3544,,Non qui...,跟不上……,,따라올 수 없을 거다…,Nicht da ...
3545,,Mostrami la tua forza.,讓我見識你們的力量吧,,너희들의 힘을 보여봐라,Zeig mir deine Kraft.
3546,,Fa caldo!,好溫暖呀！,,미적지근하군!,Das ist heiß!
3547,,Voglia di potere,力量的渴望,,힘의 갈망,Machtlust
3548,,Impulso di Potenza,力量的衝動,,힘의 충동,Machtimpuls
3549,,Fuga di Potere,力量的失控,,힘의 폭주,Machtflucht
3550,,Tranquillità,鎮靜,,진정,Gelassenheit
3551,,L'Eredità di Gallantmon,繼承紅蓮騎士獸之力,,듀크몬의 힘을 계승,Gallantmons Erbe
3552,,L'Eredità di Omnimon,繼承奧米加獸之力,,오메가몬의 힘을 계승,Omnimons Erbe
3553,,L'Eredità di Gallantmon,繼承紅蓮騎士獸之力,,듀크몬의 힘을 계승,Gallantmons Erbe
3554,,L'Eredità di Alphamon,繼承阿爾法獸之力,,알파몬의 힘을 계승,Alphamons Erbe
3555,,Cavaliere Sacro Finale,最後的聖騎士,,최후의 성기사,Letzter heiliger Ritter
3556,,L'Eredità di Omnimon,繼承奧米加獸之力,,오메가몬의 힘을 계승,Omnimons Erbe
3557,,L'Eredità di Alphamon,繼承阿爾法獸之力,,알파몬의 힘을 계승,Alphamons Erbe
3558,,Colibrì Effimero,苦戀的蜂鳥,,애달픈 허밍 버드,Kurzlebiger Kolibri
3559,,Inizia a caricare!,開始填充！,,차지 개시!,Stürm drauf los!
3560,,Equilibrio perso!,失去平衡！,,자세를 무너뜨렸다!,Aus dem Gleichgewicht!
3561,,Equilibrio ristabilito!,調整戰鬥姿勢,,자세를 바로잡았다,Wieder im Gleichgewicht!
3562,,Equilibrio perso!,失去平衡！,,자세를 무너뜨렸다!,Aus dem Gleichgewicht!
3563,,Equilibrio ripristinato!,調整戰鬥姿勢,,자세를 바로잡았다,Wieder im Gleichgewicht!
3564,,Arrogante...,頭抬得太高了……,,건방져…,Arrogant ...
3565,,"Fai del tuo meglio, Omnimon!",加油，奧米加獸！,,"힘내, 오메가몬!","Gib alles, Omnimon!"
3566,,Caduta di Meteoriti Impazzita,狂亂的流星墜落,,광란의 메테오 폴,Verrückter Meteorsturz
3567,,Onda Oceanica Requiem,鎮魂的大海波浪,,진혼의 오션 웨이브,Requiems-Meereswelle
3568,,Foresta delle Rune Profanata,侵食的符文之森,,침식의 룬 포레스트,Geschändeter Runenwald
3569,,Caduta del Tuono Crocifisso,磔刑的閃電墜擊,,책형의 선더 폴,Kreuz-Donnerschlag
3570,,Blackout Terremoto Awesome,昏倒的地牛翻身,,혼란의 어스퀘이크,Gewaltiges Dunkelbeben
3571,,Tempesta di Vento Purificatrice,肅清的狂風暴雨,,숙청의 게일 스톰,Reinigender Sturm
3572,,Laser Lucente di Regressione,逆行的閃耀雷射,,소행의 샤인 레이저,Strahlender Re-Laser
3573,,Condanna Demoniaca,定罪的地獄粉碎,,단죄의 헬 크러셔,Höllenzerstörer-Urteil
3574,,Bandire Scatto Mach,放逐的馬赫突擊,,추방의 마하 러시,Verbannender Machsturm
3575,,Sacrificio di Potenza,犧牲力量,,파워 새크리파이스,Kraftopfer
3576,,Sacrificio Magico,犧牲魔法,,매직 새크리파이스,Magisches Opfer
3577,,Fioritura Cadente,散花,,산화,Fallende Blüten
3578,,Colpo Finale,最後的一擊,,최후의 일격,Todesstoß
3579,,Sono arrabbiato!,發怒！,,분노하고 있다!,Ich bin sauer!
3580,,Sono davvero arrabbiato!,震怒！,,격노하고 있다!,Ich bin echt sauer!
3581,,"Sono davvero, davvero arrabbiato!",勃然大怒！,,대진노하고 있다!,Ich bin echt stinksauer!
3582,,Sono preoccupato...,很在意咬合……,,맞물림에 주의하고 있다…,Ich bin besorgt ...
3583,,Riposando...,讓下巴休息……,,턱을 멈추고 있다…,Rastet ...
3584,,Riavvio in corso...,再次開始活動……,,활동을 재개할 것 같다…,Neustart ...
3585,,5...,5…,,5...,5 ...
3586,,4...,4…,,4...,4 ...
3587,,3...,3…,,3...,3 ...
3588,,2...,2…,,2...,2 ...
3589,,1...,1…,,1...,1 ...
3590,,Mettiamo fine a questo...,……結束這一切吧,,…끝내도록 하자,Bringen wir’s zu Ende.
3591,,Ci vediamo!,再見了,,"그럼, 안녕히",Bis später!
3592,,L'accesso è proibito...,嚴禁深入探究喲……,,깊이 파고드는건 금물입니다…,Zutritt verboten ...
3593,,Risentimento,激怒,,격분,Feindseligkeit
3594,,Risentimento -Serio-,激怒　－特大－,,격분 -심대-,Feindseligkeit -stark-
3595,,Risentimento -Estremo-,激怒　－極點－,,격분 -극점-,Feindseligkeit -extrem-
3596,,Stato Sonno,休眠狀態,,휴식상태,Schlafstatus
3597,,Quartier Generale Hinukamuy,火神神威的本領,,히누카무이의 본령,Hinukamuy-HQ
3598,,Al Rene Pol Relief,阿托、盧內、波爾的救援,,아트 르네 포르의 구원,Am Rene-Pol-Relief
3599,,Luna Piena,滿月,,만월,Vollmond
3600,,Luna Nuova,新月,,신월,Neumond
3601,,Benedizione Lunare,月亮的恩惠,,달의 은총,Segen des Mondes
3602,,Analisi completata,分析完畢,,분석완료,Analyse abgeschlossen
3603,,Analisi completata,分析完畢,,분석완료,Analyse abgeschlossen
3604,,Analisi completata,分析完畢,,분석완료,Analyse abgeschlossen
3605,,Analisi completata,分析完畢,,분석완료,Analyse abgeschlossen
3606,,Duello,決鬥,,결투,Duell
3607,,Distruggi la mia illusione!,擊敗我的幻影吧,,나의 환영을 쓰러뜨려라,Zerstöre meine Illusion!
3608,,Mostrami il tuo potere.,展現你的力量吧,,힘을 보여봐라,Zeig mir deine Macht.
3609,,La spada degli antenati?,能夠抵擋那把劍的攻擊嗎,,"시조의 검, 받아보겠나",Das Ahnenschwert?
3610,,Incredibile...,……了不起,,…훌륭하다,Unglaublich ...
3611,,Nullificherò tutti gli attacchi!,所有的攻擊都將無效化！,,모든 공격이 무효화된다!,Kein Angriff kann durch!
3612,,Perdita di Potere,力量的消失,,힘의 소실,Kraftverlust
3613,,Tutta l'energia è stata persa.,所有力量的消失,,모든 힘을 소실,Alle Kraft ist verloren.
3614,,Silenzio,沉默,,침묵,Stille
3615,,Fine dei Tempi,最終時刻,,종말의 조각,Endzeit
3616,,Ti estirperò...,將我斬草除根……,,뿌리째 뽑아주지…,Ich vernichte dich ...
3617,,Distruzione Rovina,破滅的死亡召喚,,파멸의 디스트럭션,Verderbliche Zerstörung
3618,,Sono Entusiasta!,開心！,,기뻐하고 있다!,Ich bin entzückt!
3619,,Sono Arrabbiato!,生氣！！,,분노하고 있다!,Ich bin sauer!
3620,,Sono Triste!,哀傷……,,슬퍼하고 있다…,Ich bin traurig!
3621,,Sono Felice!,快樂♪,,즐거워하고 있다♪,Ich bin glücklich!
3622,,Osservando...,正在靜觀四周……,,관망하고 있다…,Beobachtet ...
3623,,Operazione,操作,,오퍼레이션,Ausführung
3624,,Potenzia,版本升級,,버전 업,Verbesserung
3625,,Costruisci Braccio,梁柱,,빌드 암,Waffe bauen
3626,,Battimani,拍手,,크랩 핸드,Klatschen
3627,,Ferma,暫停,,스톱,Anhalten
3628,,Riavvia,重新開始,,리스타트,Neustart
3629,,Fermati,暫停,,스톱,Anhalten
3630,,Riavvia,重新開始,,리스타트,Neustart
3631,,Inversione di Campo,顛倒力場,,리버스 필드,Feld umkehren
3632,,Catena di connessione,登入連鎖,,커넥트 체인,Kette verbinden
3633,,Assorbimento Potere Chaos,吸收混沌之力,,혼돈의 힘을 흡수,Chaoskraft absorbieren
3634,,Assorbimento Potere Sacro Cavaliere,吸收聖騎士之力,,성기사의 힘을 흡수,Ritterkraft absorbieren
3635,,I dati stanno convergendo!,資料正在聚集！,,데이터가 모여간다!,Daten konvergieren!
3636,,I dati stanno convergendo!,資料正在聚集！,,데이터가 모여간다!,Daten konvergieren!
3637,,Annulla,取消,,취소,Rückgängig machen
3638,,Riparazione,修復,,리페어,Reparieren
3639,,Assorbi Vita,生命耗竭,,라이프 드레인,Lebensentzug
3640,,Campo Carica Attacco,攻擊填充力場,,어택 차지 필드,Angriffsladung (Feld)
3641,,Campo Carica Guardia,守備填充力場,,가드 차지 필드,Verteidigungsladung (F.)
3642,,Campo Carica Mentale,智能填充力場,,멘탈 차지 필드,Geistladung (Feld)
3643,,Campo Carica Velocità,速度填充力場,,스피드 차지 필드,Geschwind.-Ladung (F.)
4000,,Capsula HP C,HP膠囊C,,HP캡슐 C,TP-Kapsel C
4001,,Capsula HP B,HP膠囊B,,HP캡슐 B,TP-Kapsel B
4002,,Capsula HP A,HP膠囊A,,HP캡슐 A,TP-Kapsel A
4003,,Spray HP C,HP噴霧C,,HP스프레이 C,TP-Spray C
4004,,Spray HP B,HP噴霧B,,HP스프레이 B,TP-Spray B
4005,,Spray HP A,HP噴霧A,,HP스프레이 A,TP-Spray A
4006,,Capsula SP C,SP膠囊C,,SP캡슐 C,SP-Kapsel C
4007,,Capsula SP B,SP膠囊B,,SP캡슐 B,SP-Kapsel B
4008,,Capsula SP A,SP膠囊A,,SP캡슐 A,SP-Kapsel A
4009,,Spray SP B,SP噴霧B,,SP스프레이 B,SP-Spray B
4010,,Spray SP,SP噴霧A,,SP스프레이 A,SP-Spray A
4011,,Spray medico,醫療噴霧,,메디컬 스프레이,Medizinisches Spray
4012,,Spray Medico DX,醫療噴霧DX,,메디컬 스프레이 DX,Medizinisches Spray DX
4013,,Recupero Veleno,劇毒復原,,포이즌 리커버리,Giftheilung
4014,,Recupero Panico,混亂復原,,패닉 리커버리,Panikheilung
4015,,Recupero Paralisi,麻痺復原,,패럴라이즈 리커버리,Lähmungsheilung
4016,,Recupero Sonno,睡眠復原,,슬립 리커버리,Schlafheilung
4017,,Recupero Stordimento,暈眩復原,,스턴 리커버리,Betäubungsheilung
4018,,Recupero Sprite,液晶化復原,,도트 리커버리,Sprite-Heilung
4019,,Ripristino Bug,Bug復原,,버그 리커버리,Fehlerheilung
4020,,Multi Recupero,萬能復原,,멀티 리커버리,Multiheilung
4021,,Multi-Recupero DX,萬能復原DX,,멀티 리커버리 DX,Multiheilung DX
4022,,Capsula di Rianimazione,復活膠囊,,리바이브 리커버리,Wiederbelebungskapsel
4023,,Capsula di Rianimazione DX,復活膠囊DX,,리바이브 리커버리 DX,Wiederbelebungskapsel DX
4024,,Spray di Rivitalizzazione Totale,完全復活噴霧,,풀 리바이브 스프레이,Komplette Wiederbelebungs-Spray
4025,,Potenziamento ATK,ATK增幅器,,ATK 부스트,ANG-Boost
4026,,Potenziamento DEF,DEF增幅器,,DEF 부스트,VER-Boost
4027,,Potenziamento INT,INT增幅器,,INT 부스트,INT-Boost
4028,,Potenziamento SPD,SPD增幅器,,SPD 부스트,GES-Boost
4029,,Potenziamento HIT.,HIT增幅器,,HIT 부스트,TRE-Boost
4030,,Potenziamento AGL,AGL增幅器,,AGL 부스트,GEW-Boost
4031,,Potenziamento CRT,CRT增幅器,,CRT 부스트,KRT-Boost
4032,,Varco di fuga,ESCAPE GATE,,이스케이프 게이트,Fluchttor
5000,,Attacco,攻擊,,공격,Angriff
6000,,Cristallo Enorme,巨大的水晶,,거대한 크리스탈,Großer Kristall
6001,,Terminale di Erode,侵食裝置,,에로드 디바이스,Terminal zerfressen
6002,,Processore di fusione,熔解處理裝置,,멜트 프로세서,Prozessor schmelzen
6003,,Memoria Divisa,記憶切割,,메모리 디바이드,Speichertrennung
6004,,Porto del Cervello,密謀者通訊埠,,마스터 마인드 포트,Superhirnanschluss
6005,,Gestore di Interruzioni,中斷處理程序,,인터럽트 핸들러,Handler stören
6006,,Ammasso Tiranno,暴君群集,,클러스터 오브 타이런트,Tyrannen-Cluster
6007,,Drive di Sterminio,征服驅動器,,뱅퀴시 드라이브,Laufwerk bezwingen
6008,,Riavvio del Mondo,世界重新啟動,,월드 리스타트,Welt neustarten
6009,,Gestore di Ispezioni,開端處理程序,,인셉트 핸들러,Anwender inspizieren
6010,,Gloria di Pendragon,大龍頭之光榮,,펜드래건즈 글로리,Pendragons Ruhm
6011,,Dialogo di Pandora,潘朵拉對話,,판도라 다이얼로그,Pandora-Dialog
6012,,Impatto Dragonico,龍魂衝擊,,드래고닉 임팩트,Drachen-Einschlag
6013,,Terminale di Erosione,侵食裝置,,에로드 디바이스,Terminal zerfressen
6014,,Processore di Fusione,熔解處理裝置,,멜트 프로세서,Prozessor schmelzen
6015,,Mascherata a Spirale,螺旋假面舞蹈會,,스파이럴 마스커레이드,Spiral-Maskerade
6016,,Pugno di Atena,銀色恐懼,,어젠트 피어,Athenes Faust
6017,,Cristallo Enorme,巨大的水晶,,거대한 크리스탈,Großer Kristall
6018,,Cristallo Enorme,巨大的水晶,,거대한 크리스탈,Großer Kristall
6019,,Cristallo Enorme,巨大的水晶,,거대한 크리스탈,Großer Kristall
6020,,Respiro di Wyvern,飛龍之息,,브레스 오브 와이번,Lindwurmodem
6021,,Ruggito del Drago,龍之怒吼,,드래곤즈 로어,Drachengebrüll
6022,,Pandemonium Perduto,群魔殿迷失,,판데모니엄 로스트,Verlorenes Pandämonium
6023,,Pandemonium Perduto,群魔殿迷失,,판데모니엄 로스트,Verlorenes Pandämonium
6024,,Mach Stinger V,馬赫刺針V,,마하스팅거V,Machstich V
6025,,Gloria di Pendragon,大龍頭之光榮,,펜드래건즈 글로리,Pendragons Ruhm
6026,,Impatto Draconico,龍魂衝擊,,드래고닉 임팩트,Drachen-Einschlag
6027,,Pugno del Boss Appariscente,閃光番長拳,,플래시 반쵸 펀치,Glitzernder Bossschlag
6028,,Pugno del Boss appariscente,閃光番長拳,,플래시 반쵸 펀치,Glitzernder Bossschlag
6029,,Spada Trascendente,暴龍颶風劍,,그레이 소드,Graues Schwert
6030,,Il Raggio della Vittoria,閃光V字斬,,샤이닝V포스,Strahl des Sieges
6031,,Fine del Valzer,終結華爾茲,,엔드 왈츠,Ende des Walzers
6032,,Lama Fuoco Fatale,燐火斬,,임화참,Irrwisch-Schlag
6033,,Inferno di Fiamme,火焰地獄,,플레임 인페르노,Flammendes Inferno
6034,,Inferno di Fiamme,火焰地獄,,플레임 인페르노,Flammendes Inferno
6035,,Inferno di Fiamme,火焰地獄,,플레임 인페르노,Flammendes Inferno
6036,,Morso Schiacciante,魔顎,,로스트룸,Beißendes Zermalmen
6037,,Impatto Doppio,雙重衝擊,,더블 임팩트,Doppelter Einschlag
6038,,Terremoto!Esplosione!Fuoco!Padre!,地神！神鳴！神馳！親父！,,지신! 신명! 신치! 친부!,Beben!Expl.!Feuer!Vater!
6039,,Giudizio della Lama,轍劍制裁,,철검성패,Klingenurteil
6040,,Spada Omni,奧米加之劍,,오메가 블레이드,Omnischwert
6041,,Attacco d'Amore,愛心一擊,,러블리 어택,Liebesattacke
6042,,Cannone Supremo,加魯魯加農炮,,가루루 캐논,Überlegene Kanone
6043,,Disastro Demoniaco,惡魔災難,,데몬즈 디자스터,Dämonisches Unheil
6044,,Cannone Catastrofe,大災難,,카타스트로피 캐논,Katastrophenkanone
6045,,Fiamma Fredda,寒冷火花,,콜드 플레임,Kalte Flamme
6046,,Aculeo Tomahawk,戰斧斯坦納,,토마호크 슈타이너,Tomahawk-Stich
6047,,Spada Berserk,狂暴大劍,,베르세르크 소드,Berserkerschwert
6048,,Dolore Fantasma,幻影苦痛,,팬텀 페인,Phantomschmerz
6049,,Dono dell'Oscurità,暗黑天賦,,기프트 오브 다크네스,Gabe der Dunkelheit
8000,,Danno Fisico,物理傷害,,물리 대미지,Physischer Schaden
8001,,Danno Magico,魔法傷害,,마법 대미지,Magischer Schaden
8002,,Danno Immune a DEF,無視DEF傷害,,방어무시 대미지,VER-unabhängiger Schaden
8003,,Danni immuni a INT,無視INT傷害,,지력무시 대미지,INT-unabhängiger Schaden
8004,,Danno % HP,HP比例傷害,,HP비율 대미지,Schaden – TP %
8005,,Danni % SP,SP比例傷害,,SP비율 대미지,Schaden – SP %
8006,,Danno Fisso,固定傷害,,고정 대미지,Festgelegter Schaden
8007,,Recupero HP,HP回復,,HP회복,TP-Heilung
8008,,Recupero % HP,HP比例回復,,HP비율회복,Heilung – TP %
8009,,Recupero SP %,SP比例回復,,SP비율회복,Heilung – SP %
8010,,Recupero % HP/SP,HP、SP比例回復,,HP/SP비율회복,Heilung – TP/SP %
8011,,Recupero HP fisso,HP固定回復,,HP고정회복,Heilung – festgelegte TP
8012,,Recupero SP Fisso,SP固定回復,,SP고정회복,Heilung – festgelegte SP
8013,,Resurrezione,復活,,부활,Wiederbelebung
8014,,Forza HP 1,HP強制為1,,강제HP1,1 TP erzwingen
8015,,Debug: Distruggi tutti i nemici,殲滅敵方全體（除錯專用）,,적 전원 섬멸(디버깅용),Debug: alle Gegner töten
8016,,Debug: Tutti i debuff nemici,敵方全體陷入異常狀態（除錯專用）,,적 전원 상태이상(디버깅용),Debug: Gegner-Debuffs
8017,,Debug: Tutti i nemici sconfitti,敵方全體立即死亡（除錯專用）,,적 전원 즉사(디버깅용),Debug: alle Gegner tot
8018,,Debug: Uccidi Alleato,殺害我方（除錯專用）,,아군 죽음(디버깅용),Debug: Verbündeten töten
8019,,Debug: CRT Attacco Singolo 1,CRT單體攻擊1（除錯專用）,,CRT단체공격1(디버깅용),Debug: KRT ein Angr. 1
8020,,Debug: CRT Attacco Totale 2,CRT全體攻擊2（除錯專用）,,CRT집단공격2(디버깅용),Debug: KRT alle Angr. 2
1248,,Lancia Fulmine,紫電長矛,,라이트닝 스피어,Blitzlanze
1249,,Corona Destroyer,混沌烈焰,,카오스 플레어,Todeskranz
1250,,Ruggito Oscuro,黑暗咆嘯,,다크로어,Dunkelschrei
1251,,Bantyo Blade,霸王兩斷劍,,패왕양단검,Bantyo-Klinge
1252,,Oscurità Prominente,黑暗陽焰,,다크 프로미넨스,Dunkle Präsenz
1253,,Spada di Fenrir,芬里爾之劍,,펜릴 소드,Fenrir-Schwert
1254,,Esplosione Lucente Finale,終極閃爍爆裂,,F샤이닝 버스트,Letzter Lichtstoß
1255,,Impatto del Meteore della Luna Piena,滿月隕石衝擊,,풀문 메테오 임팩트,Vollmond-Meteoreinschlag
1256,,Danza Funebre,怒濤闇供喪之舞,,노도암공상지무,Trauertanz
1257,,Labbra Allettanti,誘惑之唇,,아기상 레이블,Lèvres Aguichantes
1258,,Scarica Dati,數據消耗,,데이터 드레인,Datenentzug
1259,,Assorbimento dell'Anima,靈魂吸取,,소울 앱소프션,Seelenabsorption
1260,,Occhio degli Incubi,惡夢之眼,,아이 오브 나이트메어,Albtraum-Auge
1261,,Pungiglione Rotante,齒輪刺針,,기어 스팅거,Zahnradstich
