ID,Japanese,English,Chinese,EnglishCensored,Korean,German
315,"","DigiDestined","被選上的孩子","","선택받은 아이","DigiAuserwählter"
316,"","Free Agent","自律探員","","자율 에이전트","Freier Agent"
317,"","Digimon Kaiser","數碼寶貝皇帝","","디지몬 카이저","Digimon-Kaiser"
318,"","Digimon Queen","數碼寶貝女王","","디지몬 퀸","Digimon-Königin"
319,"","Guard Tamer","防禦馴獸師","","가드 테이머","Wachmann-Zähmer"
320,"","Heir to Spirit","繼承靈魂之人","","스피릿을 계승하는 자","Erbe des Geists"
321,"","Big Brother","大哥","","형님","Großer Bruder"
322,"","Perfect Hacker","完美馴獸師","","퍼펙트 테이머","Perfekter Hacker"
323,"","Fire Fury General","火烈將軍","","화열 장군","Feuereifer-General"
324,"","Moonlight General","月光將軍","","월광 장군","Mondlicht-General"
325,"","Water Tiger General","水虎將軍","","수호 장군","Wassertiger-General"
326,"","Gold Pirate General","金賊將軍","","금적 장군","Goldpiraten-General"
327,"","Sun General","日輪將軍","","일륜 장군","Sonnen-General"
328,"","Wood Spirit General","木精將軍","","목정 장군","Holzgeist-General"
329,"","Earth Spirit General","土神將軍","","토신 장군","Erdgeist-General"
330,"","Kitty Tamer","貓咪馴獸師","","야옹이 테이머","Kätzchen-Zähmer"
331,"","Analog Man","類比古人","","아날로그맨","Analoger Mann"
332,"","Dragon's Roar","龍吼","","드래곤즈 로어","Drachengebrüll"
333,"","Nature Spirits","自然之魂","","네이처 스피릿","Naturgeister"
334,"","Wind Guardians","風之守衛者","","윈드 가디언즈","Windwächter"
335,"","Jungle Troopers","叢林騎兵","","정글 트루퍼즈","Dschungelsoldaten"
336,"","Deep Savers","深境救援者","","딥 세이버즈","Deep Savers"
337,"","Metal Empire","金屬帝國","","메탈 엠파이어","Leitfähigkeit"
338,"","Nightmare Soldiers","夢魘士兵","","나이트메어 솔져스","Albtraumsoldaten"
339,"","Virus Busters","病毒破壞者","","바이러스 버스터즈","Virenjäger"
340,"","Unknown","不明","","언노운","Unbekannt"
341,"","Bancho Apprentice","番長見習生","","반쵸 견습생","Angehender Bancho"
342,"","Legendary Bancho","傳說的番長","","전설의 반쵸","Legendärer Bancho"
343,"","Light Fang","光之牙","","라이트 팽","Light Fang"
344,"","Night Claw","夜之爪","","나이트 크로우","Night Claw"
345,"","Peacemaker","調停之人","","조정자","Friedensbringer"
346,"","Deletion Trooper","刪除部隊人員","","삭제부대원","Löschsoldat"
347,"","Legendary Warrior","傳說的鬥士","","전설의 투사","Legendärer Krieger"
348,"","Omni New Year","恭賀新年奧米加獸","","복 많이 받으시오메가몬","Omni-Neujahr"
349,"","Mame Meister","豆男","","마메오","Mame-Meister"
350,"","Frog Player","青蛙演奏者","","개구리 연주자","Froschspieler"
351,"","Nume-Tamer","鼻涕馴獸師","","워매테이머","Nume-Zähmer"
352,"","Pumpkin King","南瓜之王","","펌프 킹","Pumpkin-König"
353,"","X-Mas Smasher","聖誕破壞者","","크리스 매셔","Weihnachtsschläger"
354,"","Chaos Road","混沌之道","","카오스 로드","Chaosweg"
355,"","Command Tamer","指令馴獸師","","커맨드 테이머","Kommando-Zähmer"
356,"","Great Tamer","高級馴獸師","","그레이트 테이머","Toller Zähmer"
357,"","Digital Cracker","數位破壞者","","디지털 크래커","Digitaler Cracker"
358,"","Ultimate Power","究極之力","","궁극 파워","Ultimative Macht"
359,"","Sadist","虐待狂","","진성 S","Sadist"
360,"","Wall Crusher","高牆粉碎者","","방화벽 크래셔","Wall-Zermalmer"
361,"","Crank Team","破解隊","","크랙 팀","Cracking-Team"
362,"","Server Crusher","伺服器破壞者","","서버 크래셔","Server-Zermalmer"
363,"","Genocide Maker","殲滅者","","제노사이더","Vernichtungsass"
364,"","Touch-and-Go","千鈞一髮！","","위기 일발!","Auf Messers Schneide"
365,"","Debugger","除錯者","","디버거","Debugger"
366,"","Healer","治療者","","힐러","Heiler"
367,"","Crusader","十字軍","","크루세이더","Kreuzritter"
368,"","Overprotective Tamer","保護過度馴獸師","","과보호 테이머","Übereifriger Zähmer"
369,"","Digimon Doctor","數碼寶貝博士","","디지몬 닥터","Digimon-Arzt"
370,"","Foolhardy","橫衝直撞","","저돌맹진","Draufgänger"
371,"","Runaway Train","失控快車","","폭주 특급","Führerloser Zug"
372,"","Masochist","受虐狂","","진성 M","Masochist"
373,"","Protector","保護者","","프로텍터","Beschützer"
374,"","Guardian","防衛者","","가디언","Wächter"
375,"","Firewall Incarnation","防火牆的化身","","방화벽의 화신","Firewall-Inkarnation"
376,"","Blocker","阻絕者","","블로커","Blockierer"
377,"","Security Programmer","保全程式員","","보안 프로그래머","Sicherheits-Coder"
378,"","Shrewd Architecture","厲害建築師","","민완 아키텍쳐","Kluge Architektur"
379,"","Attacker","攻擊者","","어태커","Angreifer"
380,"","Fight For Your Life!","賭命的男人戰鬥！","","사나이의 싸움은 사생결단!","Kämpf um dein Leben!"
381,"","Berserker","狂戰士","","버서커","Berserker"
382,"","Reaper","劊子手","","리퍼","Sensenmann"
383,"","Special Attacker","特殊攻擊者","","스페셜 어태커","Spezialangreifer"
384,"","War Gamer","策略玩家","","워 게이머","Kriegsspiel-Gamer"
385,"","Digimon Hurricane","數碼寶貝旋風","","디지몬 허리케인","Digimon-Hurrikan"
386,"","Adult Tamer","成人馴獸師","","어덜트 테이머","Erwachsener Zähmer"
387,"","Crest of Courage","勇氣徽章之主","","용기의 문장 소유자","Mutwappen"
388,"","Crest of Friendship","友情徽章之主","","우정의 문장 소유자","Freundschaftswappen"
389,"","Crest of Love","愛情徽章之主","","사랑의 문장 소유자","Liebeswappen"
390,"","Crest of Knowledge","知識徽章之主","","지식의 문장 소유자","Wissenswappen"
391,"","Crest of Sincerity","純真徽章之主","","순수의 문장 소유자","Aufrichtigkeitswapp."
392,"","Crest of Reliability","誠實徽章之主","","성실의 문장 소유자","Zuverlässigkeitswap."
393,"","Crest of Hope","希望徽章之主","","희망의 문장 소유자","Hoffnungswappen"
394,"","Crest of Light","光之徽章之主","","빛의 문장 소유자","Lichtwappen"
395,"","Crest of Kindness","溫柔徽章之主","","친절의 문장 소유자","Gütewappen"
396,"","Hypnotizer","沉眠員工","","히프노스의 직원","Hypnotiseur"
397,"","Wild Bunch","野性之拳","","와일드 번치","Wilde Bande"
398,"","The Best Bancho","日本第一的打架番長","","일본 최고의 싸움대장","Der beste Bancho"
399,"","DATS Trooper","DATS隊員","","DATS 대원","DATS-Soldat"
400,"","DigiWorld Explorer","數碼世界探險隊","","디지털 월드 탐험대","Digit.-Welt-Erkunder"
401,"","Cross Heart General","合體將軍","","크로스 하트 제너럴","Kreuzherz-General"
402,"","Blue Flare General","藍軍將軍","","블루 플레어 제너럴","Bl.-Flammen-General"
403,"","Twilight General","暮光將軍","","트와일라잇 제너럴","Dämmerungs-General"
404,"","Death General","死亡將軍","","데스 제너럴","Todes-General"
405,"","Silver Cross","銀色十字","","실버 크로스","Silbernes Kreuz"
406,"","Blue Falcon","藍色飛鷹","","블루 팔콘","Blauer Falke"
407,"","Black Sword","黑暗之劍","","블랙 소드","Schwarzes Schwert"
408,"","Bloody Nights","血腥之夜","","블러디 나이츠","Blutige Nächte"
409,"","D.S.G.","D.S.G.","","D.S.G.","DSE"
410,"","Rebels Hacker","反叛者駭客","","리벨리온즈 해커","Rebel-Hacker"
411,"","Zaxon Hacker","Zaxon駭客","","잭슨 해커","Zaxon-Hacker"
412,"","Demon Hacker","惡魔亂舞駭客","","데몬즈 해커","Demons-Hacker"
413,"","Hudie Member","hudie成員","","후디에 멤버","Hudie-Mitglied"
414,"","Alias","分身","","에일리어스","Alias"
415,"","Inherited Goggles","繼承風鏡之人","","고글을 계승하는 자","Geerbte Brille"
416,"","Shibuya Style","涉谷系","","시부야계","Shibuya-Stil"
417,"","GIGO Company Worker","GIGO企業員工","","GIGO컴퍼니 직원","GIGO-Fabrikarbeiter"
418,"","Arcadia","阿卡迪","","아르카디아","Arkadi"
419,"","Adventure","冒險","","어드벤처","Abenteuer"
420,"","Tamers","馴獸師","","테이머즈","Zähmer"
421,"","Frontier","邊疆","","프론티어","Grenze"
422,"","Savers","救星","","세이버즈","Retter"
423,"","Xros Wars","合體戰爭","","크로스워즈","Xros-Krieg"
424,"","X-Evolution","X進化","","제볼루션","X-Evolution"
425,"","100% Tamer","100% 馴獸師","","100% 테이머","100 % Zähmer"
426,"","Cyber Sleuth F T-Shirt (1)","網路偵探女T-Shirt（1）","","사이버 슬루스(여) 티셔츠(1)","Cyber-Detektiv-Shirt (W) 1"
427,"","Cyber Sleuth F T-Shirt (2)","網路偵探女T-Shirt（2）","","사이버 슬루스(여) 티셔츠(2)","Cyber-Detektiv-Shirt (W) 2"
428,"","Cyber Sleuth F T-Shirt (3)","網路偵探女T-Shirt（3）","","사이버 슬루스(여) 티셔츠(3)","Cyber-Detektiv-Shirt (W) 3"
429,"","Cyber Sleuth F T-Shirt (4)","網路偵探女T-Shirt（4）","","사이버 슬루스(여) 티셔츠(4)","Cyber-Detektiv-Shirt (W) 4"
430,"","Cyber Sleuth F T-Shirt (5)","網路偵探女T-Shirt（5）","","사이버 슬루스(여) 티셔츠(5)","Cyber-Detektiv-Shirt (W) 5"
431,"","Cyber Sleuth F T-Shirt (6)","網路偵探女T-Shirt（6）","","사이버 슬루스(여) 티셔츠(6)","Cyber-Detektiv-Shirt (W) 6"
432,"","Cyber Sleuth F T-Shirt (7)","網路偵探女T-Shirt（7）","","사이버 슬루스(여) 티셔츠(7)","Cyber-Detektiv-Shirt (W) 7"
433,"","Cyber Sleuth F T-Shirt (8)","網路偵探女T-Shirt（8）","","사이버 슬루스(여) 티셔츠(8)","Cyber-Detektiv-Shirt (W) 8"
434,"","Cyber Sleuth F T-Shirt (9)","網路偵探女T-Shirt（9）","","사이버 슬루스(여) 티셔츠(9)","Cyber-Detektiv-Shirt (W) 9"
435,"","Cyber Sleuth F T-Shirt (10)","網路偵探女T-Shirt（10）","","사이버 슬루스(여) 티셔츠(10)","Cyber-Detektiv-Shirt (W) 10"
436,"","Cyber Sleuth F T-Shirt (11)","網路偵探女T-Shirt（11）","","사이버 슬루스(여) 티셔츠(11)","Cyber-Detektiv-Shirt (W) 11"
437,"","Cyber Sleuth F T-Shirt (12)","網路偵探女T-Shirt（12）","","사이버 슬루스(여) 티셔츠(12)","Cyber-Detektiv-Shirt (W) 12"
438,"","Cyber Sleuth F T-Shirt (13)","網路偵探女T-Shirt（13）","","사이버 슬루스(여) 티셔츠(13)","Cyber-Detektiv-Shirt (W) 13"
439,"","Cyber Sleuth F T-Shirt (14)","網路偵探女T-Shirt（14）","","사이버 슬루스(여) 티셔츠(14)","Cyber-Detektiv-Shirt (W) 14"
440,"","Cyber Sleuth F T-Shirt (15)","網路偵探女T-Shirt（15）","","사이버 슬루스(여) 티셔츠(15)","Cyber-Detektiv-Shirt (W) 15"
441,"","Cyber Sleuth F T-Shirt (16)","網路偵探女T-Shirt（16）","","사이버 슬루스(여) 티셔츠(16)","Cyber-Detektiv-Shirt (W) 16"
442,"","Cyber Sleuth F T-Shirt (17)","網路偵探女T-Shirt（17）","","사이버 슬루스(여) 티셔츠(17)","Cyber-Detektiv-Shirt (W) 17"
443,"","Cyber Sleuth F T-Shirt (18)","網路偵探女T-Shirt（18）","","사이버 슬루스(여) 티셔츠(18)","Cyber-Detektiv-Shirt (W) 18"
444,"","Cyber Sleuth F T-Shirt (19)","網路偵探女T-Shirt（19）","","사이버 슬루스(여) 티셔츠(19)","Cyber-Detektiv-Shirt (W) 19"
445,"","Cyber Sleuth F T-Shirt (20)","網路偵探女T-Shirt（20）","","사이버 슬루스(여) 티셔츠(20)","Cyber-Detektiv-Shirt (W) 20"
446,"","Cyber Sleuth F T-Shirt (21)","網路偵探女T-Shirt（21）","","사이버 슬루스(여) 티셔츠(21)","Cyber-Detektiv-Shirt (W) 21"
447,"","Cyber Sleuth F T-Shirt (22)","網路偵探女T-Shirt（22）","","사이버 슬루스(여) 티셔츠(22)","Cyber-Detektiv-Shirt (W) 22"
448,"","Cyber Sleuth F T-Shirt (23)","網路偵探女T-Shirt（23）","","사이버 슬루스(여) 티셔츠(23)","Cyber-Detektiv-Shirt (W) 23"
449,"","Cyber Sleuth F T-Shirt (24)","網路偵探女T-Shirt（24）","","사이버 슬루스(여) 티셔츠(24)","Cyber-Detektiv-Shirt (W) 24"
450,"","Cyber Sleuth F T-Shirt (25)","網路偵探女T-Shirt（25）","","사이버 슬루스(여) 티셔츠(25)","Cyber-Detektiv-Shirt (W) 25"
451,"","Cyber Sleuth F T-Shirt (26)","網路偵探女T-Shirt（26）","","사이버 슬루스(여) 티셔츠(26)","Cyber-Detektiv-Shirt (W) 26"
452,"","Cyber Sleuth F T-Shirt (27)","網路偵探女T-Shirt（27）","","사이버 슬루스(여) 티셔츠(27)","Cyber-Detektiv-Shirt (W) 27"
453,"","Cyber Sleuth F T-Shirt (28)","網路偵探女T-Shirt（28）","","사이버 슬루스(여) 티셔츠(28)","Cyber-Detektiv-Shirt (W) 28"
454,"","Cyber Sleuth F T-Shirt (29)","網路偵探女T-Shirt（29）","","사이버 슬루스(여) 티셔츠(29)","Cyber-Detektiv-Shirt (W) 29"
455,"","Cyber Sleuth F T-Shirt (30)","網路偵探女T-Shirt（30）","","사이버 슬루스(여) 티셔츠(30)","Cyber-Detektiv-Shirt (W) 30"
456,"","Cyber Sleuth F T-Shirt (31)","網路偵探女T-Shirt（31）","","사이버 슬루스(여) 티셔츠(31)","Cyber-Detektiv-Shirt (W) 31"
457,"","Cyber Sleuth F T-Shirt (32)","網路偵探女T-Shirt（32）","","사이버 슬루스(여) 티셔츠(32)","Cyber-Detektiv-Shirt (W) 32"
458,"","Cyber Sleuth F T-Shirt (33)","網路偵探女T-Shirt（33）","","사이버 슬루스(여) 티셔츠(33)","Cyber-Detektiv-Shirt (W) 33"
459,"","Cyber Sleuth F T-Shirt (34)","網路偵探女T-Shirt（34）","","사이버 슬루스(여) 티셔츠(34)","Cyber-Detektiv-Shirt (W) 34"
460,"","Cyber Sleuth F T-Shirt (35)","網路偵探女T-Shirt（35）","","사이버 슬루스(여) 티셔츠(35)","Cyber-Detektiv-Shirt (W) 35"
461,"","C. Sleuth F T-Shirt (Uchida)","網路偵探女T-Shirt（內田）","","사이버 슬루스 여주인공(우치다)","Cyb.-Det.-Shirt (W, Uchida)"
462,"","Cyber Sleuth F T-Shirt (BE)","網路偵探女T-Shirt（ＢＥ）","","사이버 슬루스(여) 티셔츠(BE)","Cyber-Detektiv-Shirt (W) BE"
463,"","Cyber Sleuth F T-Shirt (36)","網路偵探女T-Shirt（36）","","사이버 슬루스(여) 티셔츠(36)","Cyber-Detektiv-Shirt (W) 36"
464,"","Cyber Sleuth F T-Shirt (37)","網路偵探女T-Shirt（37）","","사이버 슬루스(여) 티셔츠(37)","Cyber-Detektiv-Shirt (W) 37"
465,"","Cyber Sleuth F T-Shirt (38)","網路偵探女T-Shirt（38）","","사이버 슬루스(여) 티셔츠(38)","Cyber-Detektiv-Shirt (W) 38"
466,"","Cyber Sleuth F T-Shirt (SC)","網路偵探女T-Shirt（ＳＣ）","","사이버 슬루스(여) 티셔츠(SC)","Cyber-Detektiv-Shirt (W) SC"
467,"","Cyber Sleuth F T-Shirt (39)","網路偵探女T-Shirt（３９）","","사이버 슬루스(여) 티셔츠(39)","Cyber-Detektiv-Shirt (W) 39"
468,"","Hacker Memory T-Shirt (1)","駭客追憶T-Shirt（1）","","해커스 메모리 티셔츠(1)","Hacker-Memory-Shirt 1"
469,"","Hacker Memory T-Shirt (2)","駭客追憶T-Shirt（2）","","해커스 메모리 티셔츠(2)","Hacker-Memory-Shirt 2"
470,"","Hacker Memory T-Shirt (3)","駭客追憶T-Shirt（3）","","해커스 메모리 티셔츠(3)","Hacker-Memory-Shirt 3"
471,"","Hacker Memory T-Shirt (4)","駭客追憶T-Shirt（4）","","해커스 메모리 티셔츠(4)","Hacker-Memory-Shirt 4"
472,"","Hacker Memory T-Shirt (5)","駭客追憶T-Shirt（5）","","해커스 메모리 티셔츠(5)","Hacker-Memory-Shirt 5"
473,"","Hacker Memory T-Shirt (6)","駭客追憶T-Shirt（6）","","해커스 메모리 티셔츠(6)","Hacker-Memory-Shirt 6"
474,"","Hacker Memory T-Shirt (7)","駭客追憶T-Shirt（7）","","해커스 메모리 티셔츠(7)","Hacker-Memory-Shirt 7"
475,"","Hacker Memory T-Shirt (8)","駭客追憶T-Shirt（8）","","해커스 메모리 티셔츠(8)","Hacker-Memory-Shirt 8"
476,"","Hacker Memory T-Shirt (9)","駭客追憶T-Shirt（9）","","해커스 메모리 티셔츠(9)","Hacker-Memory-Shirt 9"
477,"","Hacker Memory T-Shirt (10)","駭客追憶T-Shirt（10）","","해커스 메모리 티셔츠(10)","Hacker-Memory-Shirt 10"
478,"","Hacker Memory T-Shirt (11)","駭客追憶T-Shirt（11）","","해커스 메모리 티셔츠(11)","Hacker-Memory-Shirt 11"
479,"","Hacker Memory T-Shirt (12)","駭客追憶T-Shirt（12）","","해커스 메모리 티셔츠(12)","Hacker-Memory-Shirt 12"
480,"","Hacker Memory T-Shirt (13)","駭客追憶T-Shirt（13）","","해커스 메모리 티셔츠(13)","Hacker-Memory-Shirt 13"
481,"","Hacker Memory T-Shirt (14)","駭客追憶T-Shirt（14）","","해커스 메모리 티셔츠(14)","Hacker-Memory-Shirt 14"
482,"","Hacker Memory T-Shirt (15)","駭客追憶T-Shirt（15）","","해커스 메모리 티셔츠(15)","Hacker-Memory-Shirt 15"
483,"","Hacker Memory T-Shirt (16)","駭客追憶T-Shirt（16）","","해커스 메모리 티셔츠(16)","Hacker-Memory-Shirt 16"
484,"","Hacker Memory T-Shirt (17)","駭客追憶T-Shirt（17）","","해커스 메모리 티셔츠(17)","Hacker-Memory-Shirt 17"
485,"","Hacker Memory T-Shirt (18)","駭客追憶T-Shirt（18）","","해커스 메모리 티셔츠(18)","Hacker-Memory-Shirt 18"
486,"","Hacker Memory T-Shirt (19)","駭客追憶T-Shirt（19）","","해커스 메모리 티셔츠(19)","Hacker-Memory-Shirt 19"
487,"","Hacker Memory T-Shirt (20)","駭客追憶T-Shirt（20）","","해커스 메모리 티셔츠(20)","Hacker-Memory-Shirt 20"
488,"","Hacker Memory T-Shirt (21)","駭客追憶T-Shirt（21）","","해커스 메모리 티셔츠(21)","Hacker-Memory-Shirt 21"
489,"","Hacker Memory T-Shirt (22)","駭客追憶T-Shirt（22）","","해커스 메모리 티셔츠(22)","Hacker-Memory-Shirt 22"
490,"","Hacker Memory T-Shirt (23)","駭客追憶T-Shirt（23）","","해커스 메모리 티셔츠(23)","Hacker-Memory-Shirt 23"
491,"","Hacker Memory T-Shirt (24)","駭客追憶T-Shirt（24）","","해커스 메모리 티셔츠(24)","Hacker-Memory-Shirt 24"
492,"","Hacker Memory T-Shirt (25)","駭客追憶T-Shirt（25）","","해커스 메모리 티셔츠(25)","Hacker-Memory-Shirt 25"
493,"","Hacker Memory T-Shirt (26)","駭客追憶T-Shirt（26）","","해커스 메모리 티셔츠(26)","Hacker-Memory-Shirt 26"
494,"","Hacker Memory T-Shirt (27)","駭客追憶T-Shirt（27）","","해커스 메모리 티셔츠(27)","Hacker-Memory-Shirt 27"
495,"","Hacker Memory T-Shirt (28)","駭客追憶T-Shirt（28）","","해커스 메모리 티셔츠(28)","Hacker-Memory-Shirt 28"
496,"","Hacker Memory T-Shirt (29)","駭客追憶T-Shirt（29）","","해커스 메모리 티셔츠(29)","Hacker-Memory-Shirt 29"
497,"","Hacker Memory T-Shirt (30)","駭客追憶T-Shirt（30）","","해커스 메모리 티셔츠(30)","Hacker-Memory-Shirt 30"
498,"","Hacker Memory T-Shirt (31)","駭客追憶T-Shirt（31）","","해커스 메모리 티셔츠(31)","Hacker-Memory-Shirt 31"
499,"","Hacker Memory T-Shirt (32)","駭客追憶T-Shirt（32）","","해커스 메모리 티셔츠(32)","Hacker-Memory-Shirt 32"
500,"","Hacker Memory T-Shirt (33)","駭客追憶T-Shirt（33）","","해커스 메모리 티셔츠(33)","Hacker-Memory-Shirt 33"
501,"","Hacker Memory T-Shirt (34)","駭客追憶T-Shirt（34）","","해커스 메모리 티셔츠(34)","Hacker-Memory-Shirt 34"
502,"","Hacker Memory T-Shirt (35)","駭客追憶T-Shirt（35）","","해커스 메모리 티셔츠(35)","Hacker-Memory-Shirt 35"
503,"","H. Memory Protag (Uchida)","網路偵探主角（內田）","","해커스 메모리 주인공(우치다)","Hacker-Memory-Uchida"
504,"","Hacker Memory T-Shirt (BE)","駭客追憶T-Shirt（ＢＥ）","","해커스 메모리 티셔츠(BE)","Hacker-Memory-Shirt BE"
505,"","Hacker Memory T-Shirt (36)","駭客追憶T-Shirt（36）","","해커스 메모리 티셔츠(36)","Hacker-Memory-Shirt 36"
506,"","Hacker Memory T-Shirt (37)","駭客追憶T-Shirt（37）","","해커스 메모리 티셔츠(37)","Hacker-Memory-Shirt 37"
507,"","Hacker Memory T-Shirt (38)","駭客追憶T-Shirt（38）","","해커스 메모리 티셔츠(38)","Hacker-Memory-Shirt 38"
508,"","Hacker Memory T-Shirt (SC)","駭客追憶T-Shirt（ＳＣ）","","해커스 메모리 티셔츠(SC)","Hacker-Memory-Shirt SC"
509,"","Hacker Memory T-Shirt (39)","駭客追憶T-Shirt（３９）","","해커스 메모리 티셔츠(39)","Hacker-Memory-Shirt 39"
