ID,Japanese,English,Chinese,EnglishCensored,Korean,German
5024,,"Digievoluzione sbloccata:
[1[c1040]]/[1[c1439]].",開放[1[c1040]]、[1[c1439]]的進化,,"[1[c1040]] / [1[c1439]]의
진화가 해방되었다","Digitation freigeschaltet:
[1[c1040]]/[1[c1439]]."
5025,,"Digievoluzione sbloccata:
[1[c1390]]/[1[c1039]]/[1[c1435]].",開放[1[c1390]]、[1[c1039]]、[1[c1435]]的進化,,"[1[c1390]] / [1[c1039]] / [1[c1435]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1390]]/[1[c1039]]/[1[c1435]]."
5026,,"Digievoluzione sbloccata:
[1[c1417]].",開放[1[c1417]]的進化,,"[1[c1417]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1417]]."
5027,,"Digievoluzione sbloccata:
[1[c1382]]/[1[c1751]].",開放[1[c1382]]、[1[c1751]]的進化,,"[1[c1382]] / [1[c1751]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1382]]/[1[c1751]]."
5028,,"Digievoluzione sbloccata:
[1[c1739]].",開放[1[c1739]]的進化,,"[1[c1739]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1739]]."
5029,,"Digievoluzione sbloccata:
[1[c1086]]/[1[c1734]].",開放[1[c1086]]、[1[c1734]]的進化,,"[1[c1086]] / [1[c1734]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1086]]/[1[c1734]]."
5030,,"Digievoluzione sbloccata:
[1[c1738]]/[1[c1703]].",開放[1[c1738]]、[1[c1703]]的進化,,"[1[c1738]] / [1[c1703]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1738]]/[1[c1703]]."
5031,,"Digievoluzione sbloccata:
[1[c1215]].",開放[1[c1215]]的進化,,"[1[c1215]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1215]]."
5032,,"Digievoluzione sbloccata:
[1[c1688]]/[1[c1749]].",開放[1[c1688]]、[1[c1749]]的進化,,"[1[c1688]] / [1[c1749]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1688]]/[1[c1749]]."
5033,,"Digievoluzione sbloccata:
[1[c1088]]/[1[c1416]]/[1[c1126]].",開放[1[c1088]]、[1[c1416]]、[1[c1126]]的進化,,"[1[c1088]] / [1[c1416]] / [1[c1126]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1088]]/[1[c1416]]/[1[c1126]]."
5034,,"Digievoluzione sbloccata:
[1[c1420]].",開放[1[c1420]]的進化,,"[1[c1420]]의
진화가 해방되었다.","Digitation freigeschaltet:
[1[c1420]]."
5035,,[p] ha ricevuto dati sul Digivice.,[p]用Digivice接收了資料,,[p]의 디지바이스로 데이터를 받았다.,[p] hat Daten auf dem Digivice empfangen.
5036,,Consegnate le medaglie.,放棄獎牌,,메달을 포기했다.,Du gibst die Medaillen ab.
5037,,"[p] consegna le sette ""prove
del peccato"" a Mirei.","[p]將七大罪的證明
交給米蕾",,"[p]은(는) 7가지 죄의 증거를
미레이에게 전달했다.","[p] übergibt Mirei die sieben
„Beweise der Sünde“."
5049,,"Hai ricevuto l'abilità di hacking ""Mantello della
furtività"".",獲得駭客技能「Stealth Hide」,,해킹 스킬「스텔스 하이드」를 입수했다.,"Du hast die Hacking-Fertigkeit „Tarnkappe“
erhalten."
5050,,"Hai ricevuto Kamishiro HQ
(URL per la visita speciale).",獲得『神代總公司（特別參觀用URL）』,,"『카미시로 본사(특별관람용 URL)』을
입수했다.","Du hast Kamishiro HQ erhalten
(spezielle Besuchs-URL)."
5051,,"HP/SP del gruppo Digimon
completamente ripristinati.",回復同行數碼寶貝所有HP、SP,,파티 디지몬의 HP/SP를 완전히 회복했다.,"TP/SP der Digimongruppe vollständig
wiederhergestellt."
5052,,Non hai abbastanza soldi.,金錢不足的樣子,,돈이 부족한 듯하다.,Du hast nicht genug Geld.
5053,,"Hai ricevuto contenuti bonus:
[4[c1143]]",獲得DLC[4[c1143]],,"다운로드 콘텐츠
[4[c1143]]을(를) 입수했다.","Du hast einen Bonusinhalt erhalten:
[4[c1143]]"
5054,,"Hai ricevuto contenuti bonus:
[4[c4977]]",獲得DLC[4[c4977]],,"다운로드 콘텐츠
[4[c4977]]을(를) 입수했다.","Du hast einen Bonusinhalt erhalten:
[4[c4977]]"
5055,,"Hai ricevuto contenuti bonus:
[4[c4978]]",獲得DLC[4[c4978]],,"다운로드 콘텐츠
[4[c4978]]을(를) 입수했다.","Du hast einen Bonusinhalt erhalten:
[4[c4978]]"
5056,,"Hai ricevuto contenuti bonus:
[4[c4979]]",獲得DLC[4[c4979]],,"다운로드 콘텐츠
[4[c4979]]을(를) 입수했다.","Du hast einen Bonusinhalt erhalten:
[4[c4979]]"
5057,,"Hai ricevuto contenuti bonus:
[4[c1764]]",獲得DLC[4[c1764]],,"다운로드 콘텐츠
[4[c1764]]을(를) 입수했다.","Du hast einen Bonusinhalt erhalten:
[4[c1764]]"
5058,,"Hai ricevuto contenuti bonus:
[4[c4980]]",獲得DLC[4[c4980]],,"다운로드 콘텐츠
[4[c4980]]을(를) 입수했다.","Du hast einen Bonusinhalt erhalten:
[4[c4980]]"
5059,,"Hai ricevuto contenuti bonus:
[4[c1713]]",獲得DLC[4[c1713]],,"다운로드 콘텐츠
[4[c1713]]을(를) 입수했다.","Du hast einen Bonusinhalt erhalten:
[4[c1713]]"
5060,,Non è necessario alcun recupero.,似乎沒有回復的必要,,회복할 필요는 없는 듯하다.,Keine Wiederherstellung nötig.
5061,,Questo non è utilizzabile.,似乎因損壞而無法使用,,망가져서 쓰이지 않는 듯하다.,Das ist nicht benutzbar.
5062,,"Sembra l'ascensore per il 14°piano.
È saltata la corrente.","似乎是直達15樓的電梯
電源斷電中",,"15F 직통 엘리베이터로 보인다.
전원이 꺼져있다.","Sieht aus wie der Aufzug zum 14. Stock.
Der Strom ist ausgefallen."
5063,,"Sembra l'ascensore per il 29°piano.
È saltata la corrente.","似乎是直達30樓的電梯
電源斷電中",,"30F 직통 엘리베이터로 보인다.
전원이 꺼져있다.","Sieht aus wie der Aufzug zum 29. Stock.
Der Strom ist ausgefallen."
5064,,"Sembra l'ascensore per il 39°piano.
È saltata la corrente.","似乎是直達40樓的電梯
電源斷電中",,"40F 직통 엘리베이터로 보인다.
전원이 꺼져있다.","Sieht aus wie der Aufzug zum 39. Stock.
Der Strom ist ausgefallen."
5065,,Gli ascensori che portano alla hall sono alimentati elettricamente.,開啟了直達大廳的電梯電源,,로비 직통 엘리베이터의 전원을 켰다.,Die Aufzüge zur Lobby sind mit Strom versorgt.
5066,,Hai acquisito una capacità di hacking.,獲得駭客技能的能力,,해킹 스킬 능력을 입수했다.,Du hast eine Hacking-Fertigkeit erhalten.
5067,,Hai ricevuto [n0] CDP,獲得[n0]CSP,,[n0] CSP를 입수했다.,Du hast [n0] CDP erhalten
5068,,"Lanci [1[i617]] nella
bocca di RustTyrannomon.","將道具[1[i617]]
丟進終極巨龍獸的嘴巴",,"아이템 [1[i617]]을(를)
러스트티라노몬의 입에 던져넣었다.","Du wirfst [1[i617]] in
RustTyrannomons Maul."
3200,,"La modalità New Game+ si sblocca quando sono
disponibili i dati di una partita completata.","若持有已破關的保存資料
便可開放「繼承強度重新開始」的選項",,"클리어한 저장 데이터가 있으면
""강하게 처음부터""가 개방됩니다.","Neues Spiel+ wird freigeschaltet, wenn Daten eines
abgeschlossenen Spiels vorhanden sind."
3500,,"I dati salvati vengono caricati sul
server. Non premere i pulsanti HOME o POWER.","正在備份儲存資料至伺服器……
結束前請勿按下HOME鍵或電源鍵",,"저장 데이터를 서버에 백업하고 있습니다…
완료될 때까지 HOME 버튼이나 전원 버튼을 누르지 마십시오","Speicherdaten werden auf den Server hochgeladen.
Drücke nicht den HOME- oder den POWER-Knopf."
3501,,Nessun dato memorizzato disponibile.,保存資料不存在,,저장 데이터가 존재하지 않습니다.,Keine gespeicherten Daten vorhanden.
3502,,"I dati sono stati salvati con una
versione più recente del gioco. Aggiornatela.","此儲存資料的版本較新，
請先更新軟體版本",,"새로운 버전의 저장 데이터입니다.
소프트웨어를 업데이트하십시오","Die Daten wurden mit einer neueren Version des
Spiels gespeichert. Bitte führe ein Update durch."
3503,,"I dati sono danneggiati e non
possono essere scaricati.","資料已毀損。
無法下載",,"데이터가 파손되어 있습니다.
다운로드를 할 수 없습니다.","Die Daten sind beschädigt und können nicht
heruntergeladen werden."
51,,Non è possibile utilizzarlo nella demo., ,,체험판에서는 이용할 수 없습니다.,Dies kannst du in der Demo nicht benutzen.
52,,Non è possibile uscire durante la dimostrazione., ,,체험판에서는 밖으로 나갈 수 없습니다.,Du kannst in der Demo nicht nach draußen gehen.
3201,,"Salvataggio multi-dispositivo bloccato.
Salva i dati di gioco su questo sistema.","由於尚未啟用Cross-Save資料
請先保存已破關資料",,"크로스 세이브 데이터로는 개방되지 않으므로
본체를 클리어한 후 저장해주세요.","In geräteübergreifenden Speicherdaten gesperrt.
Speichere die Spieldaten auf diesem System."
3202,,"Impossibile
aggiungere [d0]. Il gruppo è pieno.","由於隊伍成員已滿
無法將[d0]納為伙伴",,"파티에 빈 자리가 없어
[d0]을 동료에 넣지 못했습니다.","[d0] konnte nicht
hinzugefügt werden. Die Gruppe ist voll."
3203,,"Impossibile
aggiungere [d0]. La memoria del gruppo è piena.","由於隊伍上限已滿
無法將[d0]納為伙伴",,"파티 메모리에 빈 자리가 없어
[d0]을 동료에 넣지 못했습니다.","[d0] konnte nicht
hinzugefügt werden. Der Gruppenspeicher ist voll."
3504,,"Sei stato disconnesso da Nintendo Switch Online.
Accedi nuovamente per effettuare il backup dei tuoi dati.","已登出Nintendo Switch Online
在登入前無法進行線上備份",,"Nintendo Switch Online에서 로그아웃했습니다
로그인할 때까지 백업할 수 없습니다","Du wurdest von Nintendo Switch Online abgemeldet.
Melde dich wieder an, um Daten sichern zu können."
3505,,"Sei stato disconnesso da Nintendo Switch
Online. Accedi nuovamente per scaricare i dati.","已登出Nintendo Switch Online
在登入前無法進行下載",,"Nintendo Switch Online에서 로그아웃했습니다
로그인할 때까지 다운로드할 수 없습니다","Du wurdest von Nintendo Switch Online abgemeldet.
Melde dich wieder an, um Daten herunterzuladen."
2918,,"Per utilizzare le funzionalità online è necessario
effettuare l'aggiornamento alla versione più recente.","若要利用連線功能
需先更新軟體版本",,"네트워크 기능을 이용하시려면
소프트웨어를 업데이트해야 합니다","Um Online-Funktionen nutzen zu können, musst du
ein Update auf die aktuelle Version durchführen."
2919,,"A causa delle restrizioni di età, questo
contenuto non è disponibile.",因年齡限制的關係，無法使用此內容。,,연령 제한에 따라 이 콘텐츠를 이용할 수 없습니다.,"Aufgrund von Altersbeschränkungen ist dieser
Inhalt nicht verfügbar."
2920,,"L'accesso ai servizi online è stato bloccato
per questo account Sony Entertainment Network.",這個帳號無法使用此內容。,,이 계정에서는 이 콘텐츠를 이용할 수 없습니다.,"Der Zugang zu Online-Diensten wurde für dieses
Sony Entertainment Network-Konto gesperrt."
2921,,Impossibile scaricare i dati.,無法下載資料。,,데이터를 다운로드 할 수 없습니다.,Daten konnten nicht heruntergeladen werden.
6000,,"La tua Digibank è piena. Non puoi acquistare
altri Digimon.",數碼銀行已滿，無法再購買數碼寶貝。,,"디지뱅크가 가득 차서 이 이상 디지몬을
구입할 수 없습니다.","Deine Digibank ist voll. Du kannst keine weiteren
Digimon kaufen."
6001,,Il Digimon acquistato è stato inviato a Digibank.,購買的數碼寶貝已送至數碼銀行。,,입수한 디지몬은 디지뱅크로 전송됩니다.,Gekauftes Digimon wurde an die Digibank gesendet.
1212,,"Per farlo, devi prima completare
Cyber ​​Sleuth e Hacker's Memory.","若未通過網路偵探及駭客追憶，
則無法使用此功能。",,"사이버 슬루스와 해커스 메모리를
클리어하지 않으면 이 기능을 이용할 수 없습니다.","Dafür musst du erst Cyber Sleuth und
Hacker's Memory abgeschlossen haben."
1016,,"Se elimini i dati di salvataggio, perderai i
progressi in Cyber Sleuth e Hacker's Memory.","一但刪除保存資料，便會同時失去
網路偵探與駭客追憶的進度。",,"저장 데이터를 삭제하면 사이버 슬루스와
해커스 메모리 모두 진행 상황을 잃습니다.","Wenn du Speicherdaten löschst, verlierst du
Fortschritt in Cyber Sleuth und Hacker's Memory."
1017,,"I dati di salvataggio per Hacker's Memory
esistono già.",已經有駭客追憶的保存資料。,,이미 해커스 메모리의 저장 데이터가 존재합니다.,"Speicherdaten für Hacker's Memory bereits
vorhanden."
1018,,"Se sovrascrivi questi dati di
salvataggio, perderai i progressi in Hacker's Memory.","一旦覆蓋相同空位的保存資料，
便會覆蓋過去的駭客追憶保存資料。",,"같은 위치에 저장을 덮어씌우면 이전에 진행한
해커스 메모리의 데이터도 덮어씌워집니다.","Wenn du diese Speicherdaten überschreibst,
verlierst du Fortschritt in Hacker's Memory."
1019,,I dati di salvataggio per Cyber ​​Sleuth esistono già.,已經有網路偵探的保存資料。,,이미 사이버 슬루스의 저장 데이터가 존재합니다.,Speicherdaten für Cyber Sleuth bereits vorhanden.
1020,,"Se sovrascrivi questi dati di
salvataggio, perderai i progressi in Cyber ​​Sleuth.","一旦覆蓋相同空位的保存資料，
便會覆蓋過去的網路偵探保存資料。",,"같은 위치에 저장을 덮어씌우면 이전에 진행한
사이버 슬루스의 데이터도 덮어씌워집니다.","Wenn du diese Speicherdaten überschreibst,
verlierst du Fortschritt in Cyber Sleuth."
1021,,Importazione completata.,已完成繼承。,,데이터 전승이 완료되었습니다.,Import abgeschlossen.
1501,,"Completa la partita di ""Cyber ​​Sleuth""!
Riceverai i seguenti oggetti come bonus.","已確認網路偵探的破關資料！
作為破關特典，將贈送以下道具至所持道具",,"사이버 슬루스의 클리어 데이터를 확인했습니다!
클리어 특전으로 이전의 아이템을 소지 아이템으로 보냅니다.","Abgeschlossene Partie „Cyber Sleuth“ vorhanden!
Du erhältst folgende Items als Bonus."
1502,,"Completato il gioco ""Hacker's Memory""!
Riceverai i seguenti oggetti come bonus.","已確認駭客偵探的破關資料！
作為破關特典，將贈送以下道具至所持道具",,"해커스 메모리의 클리어 데이터를 확인했습니다!
클리어 특전으로 이전의 아이템을 소지 아이템으로 보냅니다.","Abgeschlossene Partie „Hacker's Memory“ vorhanden!
Du erhältst folgende Items als Bonus."
1503,,"Gioco completato! Riceverai
i seguenti oggetti come bonus.","已確認自前作繼承的資料！
作為繼承特典，將贈送以下道具至所持道具",,"전작의 전승 데이터를 확인했습니다!
전승 특전으로 이전의 아이템을 소지 아이템으로 보냅니다.","Abgeschlossene Spielpartie vorhanden!
Du erhältst folgende Items als Bonus."
1504,,"[4[d0]]
ricevuto! [4[d1]] ricevuto!","獲得了[4[d0]]！
獲得了[4[d1]]！",,"[4[d0]]을(를) 입수했다!
[4[d1]]을(를) 입수했다!","[4[d0]] erhalten!
[4[d1]] erhalten!"
1505,,[4[d0]] ricevuto!,獲得了[4[d0]]！,,[4[d0]]을(를) 입수했다!,[4[d0]] erhalten!
1506,,"[n0] x [4[d0]]
ottenuto! [n1] x [4[d1]] ottenuto!","獲得了[n0]個[4[d0]]！
獲得了[n1]個[4[d1]]！",,"[4[d0]]을(를) [n0]개 입수했다!
[4[d1]]을(를) [n1]개 입수했다!","[n0] x [4[d0]] erhalten!
[n1] x [4[d1]] erhalten!"
1507,,[n0] x [4[d0]] ricevuto!,獲得了[n0]個[4[d0]]！,,[4[d0]]을(를) [n0]개 입수했다!,[n0] x [4[d0]] erhalten!
1550,,"Importa i dati di salvataggio da Digimon Story: Cyber
​​Sleuth per ricevere dei bonus.","繼承前作「數碼寶貝物語網路偵探」的
保存資料，便能獲得特典。",,"전작「디지몬 스토리 사이버 슬루스」의 저장 데이터를
계승하면 몇 가지 특전을 받을 수 있습니다.","Importiere Speicherdaten von Digimon Story: Cyber
Sleuth, um Boni zu erhalten."
1551,,"Importazione completata. Riceverai i seguenti
articoli come bonus.","已完成繼承。
以下道具將作為繼承特典，送至所有道具。",,"데이터 계승을 완료했습니다.
계승 특전으로 이하의 아이템이 소지 아이템으로 전송됩니다.","Import abgeschlossen. Du erhältst folgende
Items als Bonus."
2922,,"Riceverai una ricompensa
per aver raggiunto [n0]!","由於評價點數達到
[n0]pt以上，獲得報酬！",,"레이팅 포인트가
[n0]pt 이상이 되었으므로 보수를 획득!","Du erhältst eine Belohnung dafür, dass deine
Wertungspunkte [n0] erreicht haben!"
2923,,Non è stato registrato alcun gruppo.,未登錄隊伍。,,파티가 등록되어있지 않습니다.,Es wurde keine Gruppe angemeldet.
2924,,"Missione di combattimento [n0]
completata! Hai ricevuto una ricompensa!","達成戰鬥任務[n0]！
獲得報酬！",,"배틀 미션 [n0]을(를) 달성!
보수를 입수했습니다!","Kampfmission [n0] abgeschlossen!
Du hast eine Belohnung erhalten!"
2925,,Non puoi partecipare perché la sala è piena.,由於參加人數已滿，無法進入房間。,,참가 인원이 가득 차서 룸에 입실하지 못했습니다.,"Du kannst nicht beitreten, da der Raum voll ist."
2926,,"Hai superato lo spazio di archiviazione
consentito per il gruppo.",參加隊伍容量已超過上限。,,사용할 파티의 메모리가 부족합니다.,"Du hast den erlaubten Gruppenspeicher
überschritten."
2927,,"La stanza è stata abbandonata. Torna alla
schermata di creazione/ricerca della stanza.","已退出房間。
返回房間製作．搜尋選單。",,"룸에서 나왔습니다.
룸의 작성과 검색 메뉴로 돌아갑니다.","Der Raum wurde verlassen. Kehre zur
Raumerstellung/-suche zurück."
2928,,Non è stato creato alcun combattimento con l'avversario.,未與對手成立對戰。,,상대와의 대전이 성립되지 않았습니다.,Kampf mit Gegner wurde nicht erstellt.
2929,,"Se le condizioni non sono soddisfatte, la battaglia non
può iniziare.",由於不符合規則，無法進行對戰。,,룰을 만족하지 않았으므로 대전할 수 없습니다.,"Bedingungen nicht erfüllt, Kampf kann nicht
beginnen."
2930,,"Completati tutti gli
obiettivi! [d0] ricevuto!","已達成所有成就！
獲得[d0]！",,"모든 실적을 달성했습니다!
[d0]을 입수!","Alle Erfolge abgeschlossen!
[d0] erhalten!"
2931,,Non succede nulla quando si preme il pulsante.,按下按鈕也沒反應……,,버튼을 눌러도 반응하지 않는다…,"Es passiert nichts, wenn du den Knopf drückst."
3600,,"Un nuovo spazio digitale aspetta solo di
essere invaso!",可入侵新的數碼空間了！,,"새로운 디지털 스페이스에
침입할 수 있게 되었습니다!","Ein neuer Digitalraum wartet darauf, dass du ihn
überfällst!"
6002,,"Stai lavorando a un caso e non puoi
iniziarne un altro.","由於已有接下的委託，
無法開始其他委託。",,"수락 중인 의뢰가 있기 때문에
다른 의뢰를 개시할 수 없습니다.","Du arbeitest gerade an einem Fall und kannst nicht
noch einen anfangen."
6003,,Inizio dell'indagine: [d0]!,開始[d0]的委託！,,[d0]의 의뢰 개시!,Ermittlungsbeginn: [d0]!
6004,,"""[d0]""
fatto! Segnalalo all'ATL!","[d0]的委託完成！
上BBS報告委託完成吧！",,"[d0]의 의뢰 완료!
BBS에서 의뢰 완료를 보고합시다!","„[d0]“ erledigt!
Berichte davon an der ATL!"
6100,,"Questo set è già stato registrato. Elimina
prima questo gruppo o seleziona un set gratuito.","這設定已進行登錄。
請刪除隊伍。",,"이 세트는 이미 등록되어 있습니다.
파티를 삭제해 주세요.","Dieses Set wurde bereits angemeldet. Bitte lösche
zuerst diese Gruppe oder wähle ein freies Set."
6101,,Non c'è un set vuoto. Eliminane uno.,"沒有空的設定。
請進行刪除。",,"세트에 빈 자리가 없습니다.
삭제해 주세요.",Es gibt kein leeres Set. Bitte lösche eines.
7000,,URL ricevuto: [m1010].,獲得了[m1010]的URL,,"[m1010]의 URL을
입수했다.",URL erhalten: [m1010].
7001,,URL ricevuto: [m1002].,獲得了[m1002]的URL,,"[m1002]의 URL을
입수했다.",URL erhalten: [m1002].
7002,,"Senti una forte pressione davanti a
te... Preparati bene prima di andare avanti.","前方傳來強大的壓迫感……
準備好後再前進吧",,"이 너머에서 강한 위압감이 느껴진다…
준비를 갖춘 후에 앞으로 나아가자","Du spürst mächtigen Druck vor dir ...
Bereite dich gut vor, bevor du weitergehst."
7003,,L'ascensore sembra rotto.,電梯似乎故障了,,엘리베이터가 고장난 모양이다,Der Aufzug scheint defekt zu sein.
7004,,[n0] yen ricevuti.,獲得[n0]YEN,,[n0]YEN을 입수했다,[n0] Yen erhalten.
7006,,Abbiamo catturato tutti gli emblemi in quest'area.,鎮壓領域內的所有徽章,,에어리어 내의 모든 엠블럼을 제압했다,Wir haben alle Embleme in diesem Gebiet erobert.
7007,,"Emblemi
catturati: Squadra nemica: [n0] Hudie: [n1]","徽章鎮壓狀況
敵駭客隊伍　[n0]個　hudie　[n1]個",,"엠블럼 제압 상황
적 해커팀 [n0]개  후디에 [n1]개","Eroberte Embleme:
Feindliches Team: [n0]  Hudie: [n1]"
7008,,URL ricevuto: [m1001].,獲得了[m1001]]的URL,,"[m1001]의 URL을
입수했다.",URL erhalten: [m1001].
7009,,"URL del server della
Cybercrime Investigation Unit.",獲得了電腦犯罪搜查課伺服器的URL,,전뇌범죄수사과 서버의 URL을 입수했다.,"URL des Servers der Ermittlungseinheit
für Cyberkriminalität erhalten."
7010,,"Emblema nemico attivo:
Gli alleati non possono combattere!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方無法戰鬥』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 전투불능』이 발생 중!","Gegnerisches Emblem aktiv:
Verbündete können nicht kämpfen!"
7011,,"Emblema nemico attivo: Gli
alleati vengono avvelenati in battaglia!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方陷入劇毒狀態』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 맹독』이 발생 중!","Gegnerisches Emblem aktiv:
Verbündete werden im Kampf vergiftet!"
7012,,"Emblema nemico attivo:
Gli alleati sono confusi in battaglia!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方陷入混亂狀態』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 혼란』이 발생 중!","Gegnerisches Emblem aktiv:
Verbündete werden im Kampf verwirrt!"
7013,,"Emblema nemico attivo: Gli
alleati sono paralizzati in battaglia!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方陷入麻痺狀態』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 마비』가 발생 중!","Gegnerisches Emblem aktiv:
Verbündete werden im Kampf gelähmt!"
7014,,"Emblema nemico attivo:
Gli alleati vengono addormentati!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方陷入睡眠狀態』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 수면』이 발생 중!","Gegnerisches Emblem aktiv:
Verbündete werden in Schlaf versetzt!"
7015,,"Emblema nemico attivo: Gli
alleati vengono storditi in combattimento!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方陷入暈眩狀態』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 스턴』이 발생 중!","Gegnerisches Emblem aktiv:
Verbündete werden im Kampf betäubt!"
7016,,"Emblema nemico attivo: Gli
alleati vengono cristallizzati in battaglia!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方陷入液晶化狀態』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 액정화』가 발생 중!","Gegnerisches Emblem aktiv:
Verbündete werden im Kampf kristallisiert!"
7017,,"Emblema nemico attivo: Gli
alleati mostrano difetti in combattimento!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方陷入Bug狀態』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 버그』가 발생 중!","Gegnerisches Emblem aktiv:
Verbündete weisen im Kampf Fehler auf!"
7018,,"Emblema nemico attivo: Gli
alleati vengono uccisi all'istante in battaglia!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方陷入即死狀態』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 즉사』가 발생 중!","Gegnerisches Emblem aktiv:
Verbündete werden im Kampf sofort getötet!"
7019,,"Emblema nemico attivo:
ATK degli alleati aumentato in battaglia!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方ATK提昇』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 공격력 상승』이 발생 중!","Gegnerisches Emblem aktiv:
ANG von Verbündeten im Kampf erhöht!"
7020,,"Emblema nemico attivo:
DIF degli alleati aumentata in battaglia!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方DEF提昇』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 방어력 상승』이 발생 중!","Gegnerisches Emblem aktiv:
VER von Verbündeten im Kampf erhöht!"
7021,,"Emblema nemico attivo:
Aumenta l'INT degli alleati in combattimento!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方INT提昇』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 지력 상승』이 발생 중!","Gegnerisches Emblem aktiv:
INT von Verbündeten im Kampf erhöht!"
7022,,"Emblema nemico attivo:
DPS degli alleati aumentato in battaglia!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方SPD提昇』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 민첩 상승』이 발생 중!","Gegnerisches Emblem aktiv:
GES von Verbündeten im Kampf erhöht!"
7023,,"Emblema nemico attivo:
GEN degli alleati aumentato in battaglia!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方ACU提昇』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 명중률 상승』이 발생 중!","Gegnerisches Emblem aktiv:
GEN von Verbündeten im Kampf erhöht!"
7024,,"Emblema nemico attivo:
AWN degli alleati aumentato in battaglia!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方EVA提昇』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 회피율 상승』이 발생 중!","Gegnerisches Emblem aktiv:
AWN von Verbündeten im Kampf erhöht!"
7025,,"Emblema nemico attivo:
CRT degli alleati aumentato in battaglia!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方仇恨值提昇』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 크리티컬 확률 상승』이 발생 중!","Gegnerisches Emblem aktiv:
KRT von Verbündeten im Kampf erhöht!"
7026,,"Emblema nemico attivo:
ATK degli alleati ridotto in battaglia!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方ATK下降』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 공격력 하락』이 발생 중!","Gegnerisches Emblem aktiv:
ANG von Verbündeten im Kampf reduziert!"
7027,,"Emblema nemico attivo:
DIF degli alleati ridotta in combattimento!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方DEF下降』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 방어력 하락』이 발생 중!","Gegnerisches Emblem aktiv:
VER von Verbündeten im Kampf reduziert!"
7028,,"Emblema nemico attivo: INT
degli alleati ridotta in combattimento!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方INT下降』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 지력 하락』이 발생 중!","Gegnerisches Emblem aktiv:
INT von Verbündeten im Kampf gesenkt!"
7029,,"Emblema nemico attivo:
DEX degli alleati ridotto in combattimento!","由於敵方駭客隊伍的徽章效果，
『戰鬥時，我方SPD下降』！",,"적 해커팀의 엠블럼 효과로 인해
『배틀 도중 아군에게 민첩 하락』이 발생 중!","Gegnerisches Emblem aktiv:
GES von Verbündeten im Kampf reduziert!"
