ID,Japanese,English,Chinese,EnglishCensored,Korean,German
1389,"","Hawkmon","麻鷹獸","","호크몬","Hawkmon"
1390,"","MagnaAngemon","神聖天使獸","","홀리엔젤몬","MagnaAngemon"
1391,"","Magnadramon","聖龍獸","","홀리드라몬","Magnadramon"
1392,"","PawnChessmon (Blk)","兵棋獸(黑)","","폰체스몬(흑)","PawnChessmon (Schwarz)"
1393,"","PawnChessmon (White)","兵棋獸(白)","","폰체스몬(백)","PawnChessmon (Weiß)"
1394,"","Bokomon","波高獸","","보코몬","Bokomon"
1395,"","Botamon","黑球獸","","깜몬","Botamon"
1396,"","Poyomon","浮游獸","","포요몬","Poyomon"
1397,"","MetalKabuterimon","雷光獸","","볼그몬","MetalKabuterimon"
1398,"","Volcanomon","火山獸","","볼케몬","Volcanomon"
1399,"","Halsemon","鐵鷹獸","","호루스몬","Halsemon"
1400,"","Boltmon","科學怪人獸","","나사몬","Boltmon"
1401,"","Poromon","鈍鈍獸","","삐삐몬","Poromon"
1402,"","BomberNanimon","炸彈亞伯獸","","폭탄모야몬 메달","BomberNanimon"
1403,"","Mermaimon","人魚獸","","머메이몬","Mermaimon"
1404,"","MagnaGarurumon","鎧甲加魯魯獸","","매그너가루몬 메달","MagnaGarurumon"
1405,"","Magnamon","金甲龍獸","","매그너몬","Magnamon"
1406,"","Magnamon X Anti-body","金甲龍獸X抗體","","매그너몬X항체","Antikörper-Magnamon X"
1407,"","Makuramon","靈猴獸","","마쿠라몬","Makuramon"
1408,"","Majiramon","天龍獸","","마니라몬","Majiramon"
1409,"","MasterTyrannomon","王者巨龍獸","","마스터티라노몬","MasterTyrannomon"
1410,"","Mastemon","混沌神魔獸","","마스테몬","Mastemon"
1411,"","Mushroomon","蘑菇獸","","머쉬몬","Mushroomon"
1412,"","MachGaogamon","音速迦奧迦獸","","마하가오가몬 메달","MachGaoGamon"
1413,"","Mummymon","木乃伊獸","","미이라몬","Mummymon"
1414,"","Mamemon","豆豆獸","","콩알몬","Mamemon"
1415,"","MarineAngemon","海天使獸","","마린엔젤몬","MarineAngemon"
1416,"","MarineDevimon","海魔獸","","마린데블몬","MarineDevimon"
1417,"","Marsmon","瑪爾斯獸","","마르스몬","Marsmon"
1418,"","Mammothmon","長毛象獸","","맘몬","Mammothmon"
1419,"","Minervamon","密涅瓦獸","","미네르바몬","Minervamon"
1420,"","Minomon","幼蟲獸","","데롱몬","Minomon"
1421,"","Mihiramon","飛虎獸","","미히라몬","Mihiramon"
1422,"","MirageGaogamon","幻影迦奧迦獸","","미라쥬가오가몬","MirageGaoGamon"
1423,"","MirageGaogamon BM","幻影迦奧迦獸BM","","미라쥬가오가몬BM","MirageGaoGamon BM"
1424,"","Millenniummon","千年獸","","밀레니엄몬 메달","Millenniummon"
1425,"","Machinedramon","機械邪龍獸","","파워드라몬","Machinedramon"
1426,"","MegaSeadramon","超海龍獸","","메가시드라몬","MegaSeadramon"
1427,"","Megadramon","超蛇龍獸","","메가드라몬","Megadramon"
1428,"","Mekanorimon","機械裝甲獸","","메카노몬 메달","Mekanorimon"
1429,"","WarGrowlmon","大古拉獸","","메가로그라우몬","WarGrowlmon"
1430,"","Megidramon","破滅魔龍獸","","메기드라몬","Megidramon"
1431,"","MetalEtemon","鋼鐵悟空獸","","메탈에테몬","MetalEtemon"
1432,"","MetalGarurumon","鋼鐵加魯魯獸","","메탈가루몬","MetalGarurumon"
1433,"","MetalGarurumon (Blk)","鋼鐵加魯魯獸(黑)","","메탈가루몬(흑) ","MetalGarurumon (Schwarz)"
1434,"","MetalGarurumon X Anti-body","鋼鐵加魯魯獸X抗體","","메탈가루몬X항체","Antikörper-MetalGarurumon X"
1435,"","MetalGreymon","機械暴龍獸","","메탈그레이몬 메달","MetalGreymon"
1436,"","MetalGreymon (Blue)","機械暴龍獸(藍)","","메탈그레이몬(청)","MetalGreymon (Blau)"
1437,"","MetalSeadramon","鋼鐵海龍獸","","메탈시드라몬","MetalSeadramon"
1438,"","MetalTyrannomon","鋼鐵巨龍獸","","메탈티라노몬","MetalTyrannomon"
1439,"","MetalPhantomon","金屬幻影獸","","메탈팬텀몬","MetalPhantomon"
1440,"","MetalMamemon","鋼鐵豆豆獸","","메탈콩알몬","MetalMamemon"
1441,"","MedicalGallantmon","中世紀紅蓮騎士獸","","메디벌듀크몬","MedievalGallantmon"
1442,"","Mephistomon","梅菲斯獸","","메피스몬","Mephistomon"
1443,"","Meramon","火焰獸","","메라몬","Meramon"
1444,"","Mervamon","梅爾瓦獸","","멜바몬","Mervamon"
1445,"","Mercurymon","銀鏡獸","","머큐레몬","Mercurymon"
1446,"","Merukimon","墨丘利獸","","메르크리몬","Merukimon"
1447,"","Mojyamon","毛人獸","","모털몬","Mojyamon"
1448,"","Motimon","年糕獸","","모티몬","Motimon"
1449,"","Monochromon","角龍獸","","모노크로몬","Monochromon"
1450,"","Monodramon","單角龍獸","","모노드라몬","Monodramon"
1451,"","Monzaemon","熊仔獸","","퍼펫몬","Monzaemon"
1452,"","Crowmon","八咫鴉獸","","크라운몬","Crowmon"
1453,"","Frigimon","雪人獸","","프리지몬","Frigimon"
1454,"","YukimiBotamon","雪球獸","","하얀몬","SnowBotamon"
1455,"","Unimon","獨角馬獸","","유니몬","Unimon"
1456,"","Junomon","朱諾獸","","유노몬","Junomon"
1457,"","Junomon HM","朱諾獸HM","","유노몬HM","Junomon HM"
1458,"","Jupitermon","朱庇特獸","","유피테르몬","Jupitermon"
1459,"","Jupitermon LM","朱庇特獸LM","","유피테르몬LM","Jupitermon LM"
1460,"","Yuramon","浮球獸","","유라몬","Yuramon"
1461,"","Lanamon","娜娜獸","","라나몬","Lanamon"
1462,"","RizeGreymon","進昇暴龍獸","","라이즈그레이몬","RizeGreymon"
1463,"","Lighdramon","雷龍獸","","번개드라몬","Raidramon"
1464,"","Lilamon","丁香獸","","라일라몬","Lilamon"
1465,"","RustTyranomon","終極巨龍獸","","러스트티라노몬","RustTyrannomon"
1466,"","Rapidmon","拉比獸","","래피드몬","Rapidmon"
1467,"","Rapidmon (Armor)","拉比獸(盔甲)","","래피드몬(아머)","Rapidmon (Armor)"
1468,"","Raptordramon","猛禽龍獸","","라프타드라몬","Raptordramon"
1469,"","Lalamon","拉拉獸","","라라몬","Lalamon"
1470,"","Leviamon","利維坦獸","","리바이어몬","Leviamon"
1471,"","Deputymon","左輪獸","","카우보이몬","Deputymon"
1472,"","Lilithmon","莉莉絲獸","","리리스몬","Lilithmon"
1473,"","Lillymon","花仙獸","","릴리몬","Lillymon"
1474,"","Lucemon","光明獸","","루체몬","Lucemon"
1475,"","Lucemon SM","光明獸SM","","루체몬SM","Lucemon SM"
1476,"","Lucemon FM","光明獸FM","","루체몬FM","Lucemon FM"
1477,"","Lucemon Rival","光明獸幼蟲","","루체몬 라르바","Lucemon-Rivale"
1478,"","Lunamon","露娜獸","","루나몬","Lunamon"
1479,"","Raremon","爛泥獸","","레어몬","Raremon"
1480,"","Ravemon","鴉神獸","","레이브몬","Ravemon"
1481,"","Ravemon BM","鴉神獸BM","","레이브몬BM","Ravemon BM"
1482,"","Loweemon","黑獅獸","","레베몬","Löwemon"
1483,"","Leomon","獅子獸","","레오몬","Leomon"
1484,"","Lekismon","雷克斯獸","","레키스몬","Lekismon"
1485,"","RedVegiemon","紅鼻屎獸","","레드베지몬","RedVeggiemon"
1486,"","Reppamon","鐮鼬獸","","레파몬","Reppamon"
1487,"","LadyDevimon","女惡魔獸","","레이디데블몬","LadyDevimon"
1488,"","Renamon","妖狐獸","","레나몬","Renamon"
1489,"","Crusadermon","劍皇獸","","로드나이트몬","Crusadermon"
1490,"","Locomon","火車獸","","로코몬","Locomon"
1491,"","Rosemon","薔薇獸","","로제몬","Rosemon"
1492,"","Rosemon BM","薔薇獸BM","","로제몬BM","Rosemon BM"
1493,"","Lopmon","黑大耳獸","","로프몬","Lopmon"
1494,"","Lotosmon","蓮花獸","","로터스몬","Lotosmon"
1495,"","WereGarurumon","獸人加魯魯","","워가루몬","WereGarurumon"
1496,"","Wormmon","蟲蟲獸","","추추몬","Wormmon"
1497,"","Wisemon","賢者獸","","와이즈몬","Wisemon"
1498,"","Waspmon","雀蜂獸","","말벌몬","Waspmon"
1499,"","Wanyamon","汪喵獸","","와냐몬","Wanyamon"
1500,"","WaruMonzaemon","惡霸熊仔獸","","배드퍼펫몬","WaruMonzaemon"
1501,"","Archelomon","海龜獸","","왕거북몬","Archelomon"
1502,"","IceDevimon","冰惡魔獸","","아이스데블몬","IceDevimon"
1503,"","Aurumon","貓頭鷹獸","","부엉몬","Aurumon"
1504,"","Akatorimon","巨雞獸","","레드꼬끼몬","Akatorimon"
1505,"","Assaultmon","突襲獸","","어설트몬","Armormon"
1506,"","MegaKabuterimon (Blue)","藍超比多獸","","아트라캅테리몬(청)","MegaKabuterimon (Blau)"
1507,"","Argomon (Ultimate)","亞爾哥獸完全體","","아르고몬 완전체","Ultimatives Argomon"
1508,"","UltimateBrachiomon","究極腕龍獸","","알티메트브라키몬","UltimateBrachiomon"
1509,"","Alphamon Ouryuken","阿爾法獸 王龍劍","","알파몬 왕룡검","Alphamon Ouryuken"
1510,"","Aruraumon","愛娜溫獸","","오로라몬","Aruraumon"
1511,"","Allomon","異特龍獸","","알로몬","Allomon"
1512,"","Vermilimon","朱紅獸","","버미리몬","Vermilimon"
1513,"","Varodurumon","瓦爾德獸","","발두르몬","Valdurmon"
1514,"","Wingdramon","翼龍獸","","윙드라몬","Wingdramon"
1515,"","Volcdramon","火山龍獸","","볼크드라몬","Volcdramon"
1516,"","Elephantmon","巨象獸","","코끼몬","Elephantmon"
1517,"","Otamamon (Red)","紅蝌蚪獸","","올챙몬(적)","Otamamon (Rot)"
1518,"","Opossummon","負鼠獸","","토토몬","Opossummon"
1519,"","Orcamon","奧魯加獸","","돌고래몬","Orcamon"
1520,"","Orochimon","大蛇獸","","오로치몬","Orochimon"
1521,"","Gargoylemon","石像鬼獸","","고르고몬","Gargoylemon"
1522,"","Chaosmon Valdur Arm","混沌獸邪龍臂","","카오스몬 발두르암","Chaosmon: Valdur Arm"
1523,"","Crabmon","巨蟹獸","","크랩몬","Crabmon"
1524,"","Kabukimon","傾奇者獸","","탤런트몬","Kabukimon"
1525,"","Gabumon (Blk)","黑加布獸","","파피몬(흑)","Gabumon (Schwarz)"
1526,"","Chameleonmon","變色龍獸","","카멜레온몬","Chameleonmon"
1527,"","Gulfmon","哈里發獸","","가르프몬","Gulfmon"
1528,"","Garurumon (Blk)","黑加魯魯獸","","가루몬(흑)","Garurumon (Schwarz)"
1529,"","Kangarumon","袋鼠獸","","캥거루몬","Kangarumon"
1530,"","GigaSeadramon","千兆海龍獸","","기가시드라몬","GigaSeadramon"
1531,"","Cannondramon","加農砲龍獸","","캐논드라몬","Cannondramon"
1532,"","Kyaromon","彈彈獸","","캬로몬","Kyaromon"
1533,"","Kyukimon","窮奇獸","","큐우키몬","Kyukimon"
1534,"","Kyupimon","丘比獸","","큐피몬","Cupimon"
1535,"","KingChessmon","王棋獸","","킹체스몬","KingChessmon"
1536,"","Ginryumon","銀龍獸","","깅류우몬","Ginryumon"
1537,"","ClavisAngemon","鑰天使獸","","클라비스엔젤몬","ClavisAngemon"
1538,"","Groundramon","雲龍獸","","그라운드라몬","Groundramon"
1539,"","Grizzlymon","灰熊獸","","그리즈몬","Grizzlymon"
1540,"","Gururumon","古魯魯獸","","구루몬","Gururumon"
1541,"","Cerberusmon","沙路比獸","","케르베로스몬","Cerberusmon"
1542,"","Geremon","庸俗獸","","옐로우워매몬","Geremon"
1543,"","Kenkimon","工程機械獸","","크레인몬","Kenkimon"
1544,"","Coredramon (Blue)","藍核龍獸","","코어드라몬(청)","Coredramon (Blau)"
1545,"","Coredramon (Green)","綠核龍獸","","코어드라몬(녹)","Coredramon (Grün)"
1546,"","Kogamon","甲賀獸","","코가몬","Kogamon"
1547,"","Monmon","小猴獸","","코에몬","Monmon"
1548,"","Goatmon","黑羊獸","","고트몬","Goatmon"
1549,"","KoKabuterimon","小獨角仙獸","","코캅테리몬","KoKabuterimon"
1550,"","Roachmon","蟑螂獸","","로오치몬","Roachmon"
1551,"","Reapermon","獄門獸","","고크몬","Reapermon"
1552,"","Commandramon","卡曼龍獸","","코만드라몬","Commandramon"
1553,"","Kongoumon","金剛獸","","콩고몬","Kongoumon"
1554,"","Searchmon","薩奇獸","","서치몬","Searchmon"
1555,"","Psychemon","迷幻獸","","사이케몬","Psychemon"
1556,"","Weedmon","雜草獸","","그린베지몬","Zassoumon"
1557,"","Salamandermon","沙羅曼蛇獸","","사라만다몬","Salamandermon"
1558,"","Sangloupmon","血狼獸","","상굴몬","Sangloupmon"
1559,"","Zanbamon","斬伐獸","","황금무사몬","Zanbamon"
1560,"","Sunmon","日光獸","","선몬","Sunmon"
1561,"","Seasarmon","風獅獸","","시샤몬","Seasarmon"
1562,"","Sheepmon","綿羊獸","","메리몬","Sheepmon"
1563,"","Seahomon","海馬獸","","해마몬","Seahomon"
1564,"","Coelamon","希拉獸","","씨라몬","Coelamon"
1565,"","Sealsdramon","特戰龍獸","","실즈드라몬","Sealdramon"
1566,"","Shadramon","影龍獸","","샤드라몬","Shadramon"
1567,"","JetSilphymon","風車人面戰鷹獸","","제트실피드몬","JetSilphymon"
1568,"","ShimaUnimon","獨角斑馬獸","","얼룩유니몬","ShimaUnimon"
1569,"","Xiaomon","夏奧獸","","샤오몬","Xiaomon"
1570,"","JungleMoyjamon","叢林毛人獸","","정글모털몬","JungleMojyamon"
1571,"","JewelBeemon","寶石蜂獸","","주엘비몬","JewelBeemon"
1572,"","Suijinmon","水神獸","","수신몬","Suijinmon"
1573,"","Swimmon","游泳獸","","스윔몬","Swimmon"
1574,"","SkullBaluchimon","骨犀獸","","스컬벌키몬","SkullBaluchimon"
1575,"","SkullScorpiomon","毒蠍獸","","전갈몬","SkullScorpiomon"
1576,"","Strabimon","斯特拉比獸","","스트라비몬","Strabimon"
1577,"","SnowGoblimon","冰雪野人獸","","스노우고부리몬","SnowGoburimon"
1578,"","Spinomon","棘龍獸","","스피노몬","Spinomon"
1579,"","Zurumon","狡猾獸","","얍실몬","Zurumon"
1580,"","Swanmon","天鵝獸","","백조몬","Swanmon"
1581,"","SaviorHuckmon","救星漢克獸","","세이버헉몬","SaviorHackmon"
1582,"","Saberdramon","凶爪巴多拉獸","","블랙버드라몬","Saberdramon"
1583,"","Sethmon","賽特獸","","세트몬","Sethmon"
1584,"","Soulmon","靈魂獸","","소울몬","Soulmon"
1585,"","Solarmon","太陽獸","","황금톱니몬","Solarmon"
1586,"","DarkSuperStarmon","暗黑超級流星獸","","다크슈퍼스타몬","DarkSuperStarmon"
1587,"","DarkLizardmon","暗黑蜥蜴獸","","다크리자몬","Darkrizamon"
1588,"","TyrantKabuterimon","暴君比多獸","","타이런트캅테리몬","TyrantKabuterimon"
1589,"","Tuskmon","大角獸","","태스크몬","Tuskmon"
1590,"","Tankdramon","坦克龍獸","","탱크드라몬","Tankdramon"
1591,"","Choromon","巧洛獸","","뽈뽈몬","Choromon"
1592,"","Tsukaimon","使魔獸","","츄카이몬","Tsukaimon"
1593,"","MudFrigimon","泥人獸","","머드프리지몬","MudFrigimon"
1594,"","Diatrymon","冠恐鳥獸","","디아트리몬","Diatrymon"
1595,"","Dinotigermon","恐獅王獸","","다이노타이거몬","Dinotigermon"
1596,"","Dinohyumon","龍人獸","","다이노휴몬","Dinohyumon"
1597,"","Dinorexmon","恐王龍獸","","다이노렉스몬","Dinorexmon"
1598,"","Tylomon","海王龍獸","","티로몬","Tylomon"
1599,"","Devitamamon","惡魔蛋蛋獸","","데블타몬","Devitamamon"
1600,"","Depthmon","深海獸","","마린몬","Depthmon"
1601,"","ToyAgumon (Black)","黑積木亞古獸","","토이아구몬(흑)","ToyAgumon (Schwarz)"
1602,"","Doumon","道師獸","","도우몬","Doumon"
1603,"","Turuiemon","兔爺獸","","토리에몬","Turuiemon"
1604,"","Togemogumon","刺鼠獸","","도치몬","Togemogumon"
1605,"","Doggymon","瘋狗獸","","도그몬","Doggymon"
1606,"","TobuCatmon","雄貓獸","","토브캐트몬","Tobucatmon"
1607,"","Dracomon","天龍獸","","드라코몬","Dracomon"
1608,"","Triceramon","三觭龍獸","","트리케라몬","Triceramon"
1609,"","KnightChessmon (Black)","黑棋獸","","나이트체스몬(흑)","KnightChessmon (Schwarz)"
1610,"","KnightChessmon (White)","白棋獸","","나이트체스몬(백)","KnightChessmon (Weiß)"
1611,"","NiseDrimogemon","假鑽地獸","","수염두리몬","NiseDrimogemon"
1612,"","NeoDevimon","新種惡魔獸","","네오데블몬","NeoDevimon"
1613,"","Nohemon","草人獸","","허수아비몬","Nohemon"
1614,"","Harpymon","哈比獸","","하피몬","Harpymon"
1615,"","PileVolcamon","摔跤火山獸","","파일볼케몬","PileVolcanomon"
1616,"","BaoHuckmon","巴歐漢克獸","","바오헉몬","BaoHackmon"
1617,"","Paomon","巴歐獸","","파오몬","Paomon"
1618,"","Butterflymon","蝴蝶獸","","나비몬","Butterflymon"
1619,"","Pafumon","膨膨獸","","파후몬","Puffmon"
1620,"","Parasimon","寄生蟲獸","","패러사이몬","Parasitemon"
1621,"","Bulbmon","閥門獸","","벨브몬","Bulbmon"
1622,"","Peacockmon","孔雀龍獸","","피콕몬","Peacockmon"
1623,"","Hisyaryumon","龍王獸","","히사류우몬","Hisyaryumon"
1624,"","BishopChessmon","主教獸","","비숍체스몬","BishopChessmon"
1625,"","Pichimon","比基獸","","피치몬","Pichimon"
1626,"","Rabbitmon","野兔獸","","비트몬","Rabbitmon"
1627,"","Pinamon","皮那獸","","피나몬","Pinamon"
1628,"","Pipismon","蝙蝠獸","","피피스몬","Pipismon"
1629,"","HippoGryphonmon","仙鷹獸","","히포그리포몬","HippoGryphonmon"
1630,"","Hyogamon","冰加獸","","블루우가몬","Hyogamon"
1631,"","Phascomon","無尾熊獸","","파스코몬","Phascomon"
1632,"","Fangmon","狼牙獸","","팽몬","Fangmon"
1633,"","FanBeemon","幻蜂獸","","아기벌몬","FanBeemon"
1634,"","Fugamon","風加獸","","푸가몬","Fugamon"
1635,"","Fujinmon","風神獸","","풍신몬","Fujinmon"
1636,"","Boogiemon","夜魔獸","","부기몬","Boogeymon"
1637,"","DemiMeramon","小火焰獸","","푸치메라몬","DemiMeramon"
1638,"","Petitmon","小龍獸","","쁘띠몬","Petitmon"
1639,"","Bucchiemon (Green)","綠愛精靈獸","","푸치몬(녹)","Bucchiemon (Grün)"
1640,"","Puttimon","小天使獸","","푸트몬","Puttimon"
1641,"","Pteramon","翼龍獸","","프테라몬","Pteramon"
1642,"","Pupumon","普普獸","","푸푸몬","Pupumon"
1643,"","Flybeemon","蜂王獸","","플라몬","Flybeemon"
1644,"","Bullmon","鬥牛獸","","황소몬","Bullmon"
1645,"","Flarerizamon","火焰蜥蜴獸","","화염리자몬","Flarerizamon"
1646,"","BladeKuwagamon","銳刃古加獸","","블레이드쿠가몬","BladeKuwagamon"
1647,"","Prairiemon","土撥鼠獸","","프라리몬","Prairimon"
1648,"","Frogmon","雨蛙獸","","프로그몬","Frogmon"
1649,"","Puroromon","普洛洛獸","","푸로로몬","Puroromon"
1650,"","Bearmon","小熊獸","","베어몬","Bearmon"
1651,"","Petaldramon","花龍獸","","페탈드라몬","Petaldramon"
1652,"","Betsumon","冒充獸","","베츠몬","Betsumon"
1653,"","Bebydomon","幼龍獸","","베비드몬","Bebydomon"
1654,"","Velgemon","瓦爾格爾獸","","베르그몬","Velgremon"
1655,"","Penguinmon","企鵝獸","","펭귄몬","Penguinmon"
1656,"","Boarmon","燒豬獸","","멧돼지몬","Boarmon"
1657,"","Porcupamon","刺熊獸","","포큐파몬","Porcupamon"
1658,"","Pokomon","波克獸","","포코몬","Viximon"
1659,"","Bommon","炸彈獸","","봄몬","Bommon"
1660,"","Ponchomon","墨西哥仙人掌獸","","판초몬","Ponchomon"
1661,"","Matadormon","鬥牛士獸","","마타돌몬","Matadormon"
1662,"","Mametyramon","豆豆巨龍獸","","콩알티라몬","MameTyramon"
1663,"","Mantaraymon","巨魟獸","","가오리몬","Mantaraymon"
1664,"","Manbomon","曼波獸","","맘보몬","Manbomon"
1665,"","Mikemon","三毛貓獸","","미케몬","Mikemon"
1666,"","Missimon","導彈獸","","미사일몬","Missimon"
1667,"","Minotarumon","牛人獸","","미노타르몬","Minotarumon"
1668,"","Moosemon","駝鹿獸","","무스몬","Moosemon"
1669,"","Muchomon","五彩獸","","레드펭귄몬","Muchomon"
1670,"","MoonMillenniummon","月之千年獸","","문밀레니엄몬","MoonMillenniummon"
1671,"","Musyamon","武者獸","","무사몬","Musyamon"
1672,"","Murmukusmon","姆爾姆爾獸","","무크스몬","Murmuxmon"
1673,"","Moonmon","月光獸","","문몬","Moonmon"
1674,"","Maildramon","鎧龍獸","","메일드라몬","Maildramon"
1675,"","MetallifeKuwagamon","梅特利古加獸","","메타리페쿠와가몬","MetallifeKuwagamon"
1676,"","MetalPiranimon","鋼鐵比拉獸","","메탈피라니몬","MetalPiranimon"
1677,"","Mokumon","煙霧獸","","모크몬","Mokumon"
1678,"","Mothmon","飛蛾獸","","나방몬","Mothmon"
1679,"","MoriShellmon","森林貝殼獸","","그린쉘몬","MoriShellmon"
1680,"","Yasyamon","夜叉獸","","야차몬","Yasyamon"
1681,"","Yanmamon","蜻蜓獸","","왕잠자리몬","Yanmamon"
1682,"","SnowAgumon","雪古獸","","스노우아구몬","SnowAgumon"
1683,"","Youkomon","邪狐獸","","블랙구미호몬","Youkomon"
1684,"","Liamon","雷亞獸","","라이아몬","Liamon"
1685,"","Raijinmon","雷神獸","","뇌신몬","Raijinmon"
1686,"","Raidenmon","雷電獸","","라이덴몬","Raidenmon"
1687,"","RhinoKabuterimon","萊諾比多獸","","리노캅테리몬","RhinoKabuterimon"
1688,"","Rhinomon","巨犀獸","","리노몬","Rhinomon"
1689,"","Rhihimon","帝獅獸","","라이히몬","Rhihimon"
1690,"","Labramon","拉布拉獸","","래브라몬","Labramon"
1691,"","Lynxmon","山貓獸","","링스몬","Lynxmon"
1692,"","Lampmon","油燈獸","","램프몬","Lampmon"
1693,"","Ryudamon","龍蛇獸","","류우다몬","Ryudamon"
1694,"","Rinkmon","零酷獸","","링크몬","Rinkmon"
1695,"","RookChessmon","戰車獸","","룩체스몬","RookChessmon"
1696,"","Dolphmon","海豚獸","","돌핀몬","Dolphmon"
1697,"","Liollmon","幼獅獸","","레오르몬","Leormon"
1698,"","LoaderLiomon","裝甲獅子獸","","로더레오몬","LoaderLiomon"
1699,"","WereGarurumon (Blk)","黑獸人加魯魯獸","","워가루몬(흑)","WereGarurumon (Schwarz)"
1700,"","WaruSeadramon","惡海龍獸","","데블시드라몬","WaruSeadramon"
